Latitude,Longitude,Rated_output,Socket_1,P1,Socket_2,P2,Socket_3,P3,Socket_4,P4
48.644175,9.429898,300.0,DC Kupplung Combo,300.0,"DC Kupplung Combo, DC CHAdeMO",300.0,0,0.0,0,0.0
48.64417,9.42971,300.0,DC Kupplung Combo,300.0,DC Kupplung Combo,300.0,0,0.0,0,0.0
50.289815,8.976629,72.0,0,42.0,"DC Kupplung Combo, DC CHAdeMO",50.0,0,0.0,0,0.0
48.6445813261967,9.43084598391658,320.0,DC Kupplung Combo,320.0,DC Kupplung Combo,320.0,0,0.0,0,0.0
48.642133,9.433339,175.0,"DC Kupplung Combo, DC CHAdeMO",175.0,0,0.0,0,0.0,0,0.0
48.642133,9.433339,175.0,"DC Kupplung Combo, DC CHAdeMO",175.0,0,0.0,0,0.0,0,0.0
48.642133,9.433339,175.0,"DC Kupplung Combo, DC CHAdeMO",175.0,0,0.0,0,0.0,0,0.0
48.6246498,9.527223,98.0,0,43.0,"DC Kupplung Combo, DC CHAdeMO",50.0,0,0.0,0,0.0
48.672949,9.364489,82.0,0,22.0,"AC Kupplung Typ 2, DC Kupplung Combo",60.0,0,60.0,0,0.0
48.6710597942046,9.3640587496997,62.5,"DC Kupplung Combo, DC CHAdeMO",62.5,0,0.0,0,0.0,0,0.0
48.677565940256,9.365855455399,156.0,DC Kupplung Combo,150.0,DC Kupplung Combo,150.0,0,0.0,0,0.0
48.6203296,9.4537792,150.0,"DC Kupplung Combo, DC CHAdeMO",150.0,DC Kupplung Combo,22.0,0,0.0,0,0.0
48.73334,9.31523,20.0,"AC Steckdose Typ 2, DC Kupplung Combo, DC CHAdeMO",20.0,0,0.0,0,0.0,0,0.0
48.716578,9.355777,75.0,0,22.0,DC Kupplung Combo,50.0,0,0.0,0,0.0
