Latitude,Longitude,Rated_output,Socket_1,P1,Socket_2,P2,Socket_3,P3,Socket_4,P4,Elevation
48.693008,8.764831,22,AC Steckdose Typ 2,22,,,,,,,462
48.71056,8.72166,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,547
48.70628,8.751798,88,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,461
48.71156,8.763769,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,471
48.659376,8.745989,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,544
48.689255,8.769254,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,479
48.69839,8.759667,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,468
48.715066,8.759953,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,487
48.738695,8.734563,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,327
48.70786,8.761228,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,442
48.713117,8.7419091,73,"DC Kupplung Combo, DC CHAdeMO",50,AC Steckdose Typ 2,22,,,,,337
48.70988,8.75969,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,430
48.705051,8.7640418,150,DC Kupplung Combo,150,DC Kupplung Combo,150,,,,,476
48.772585,8.734212,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,319
48.741358,8.753908,44,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,543
48.725325,8.793879,44,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,501
48.727666,8.783165,44,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,508
48.726996,8.787723,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,502
48.737835,8.776141,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,531
48.72493,8.79558,11,AC Kupplung Typ 2,11,AC Kupplung Typ 2,11,,,,,504
48.693999,8.688848,44,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,542
48.488443,8.689015,44,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,557
48.688969,8.686007,44,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,397
48.661179,8.695491,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,585
48.666445,8.686823,44,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,581
48.663156,8.691823,44,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,593
48.65982056,8.590331078,22,AC Steckdose Typ 2,11,,,,,,,680
48.658357,8.598416,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,638
48.694288,8.829359,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,481
48.69308,8.827463,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,485
48.734415,8.6646,44,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,625
48.722377,8.62877,44,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,655
48.751653,8.663486,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,648
48.746459,8.680223,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,634
48.719691,8.842992,44,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,536
48.727222,8.851316,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,452
48.752339,8.812651,44,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,479
48.8005,8.43665,11,AC Kupplung Typ 2,11,AC Kupplung Typ 2,11,AC Kupplung Typ 2,11,,,383
48.799968,8.440567,44,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,373
48.805337,8.444954,100,DC Kupplung Combo,50,DC Kupplung Combo,50,,,,,350
48.805337,8.444954,100,DC Kupplung Combo,50,DC Kupplung Combo,50,,,,,350
48.79662,8.435264,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,370
48.8006816,8.4368798,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,,,381
48.07564,7.92474,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,246
48.092236,7.953213,44,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,257
48.094181,7.95892,44,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,266
48.091043,7.957354,44,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,260
48.093042,7.959518,44,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,264
48.102732,7.97127,22,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,273
48.083375,7.916972,22,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,239
48.064758,8.016033,22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,,,,,1198
48.08491,7.945426,44,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,254
48.06668,7.881558,44,"AC Steckdose Typ 2, AC Schuko",22,AC Steckdose Typ 2,22,,,,,232
48.068577,7.881928,44,"AC Steckdose Typ 2, AC Schuko",22,AC Steckdose Typ 2,22,,,,,233
48.06741,7.8692,50,"AC Kupplung Typ 2, AC Schuko",50,AC Kupplung Typ 2,50,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,223
48.063988,7.900696,39.6,DC Kupplung Combo,22,AC Steckdose Typ 2,11,,,,,250
48.169307,8.065166,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,349
48.19333,8.03355,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,419
48.193378,8.033801,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,409
48.1132525,7.8600231,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,208
48.127262,7.829452,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,192
48.116881,7.850507,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,201
48.105244,7.861039,44,"AC Steckdose Typ 2, AC Schuko",22,AC Steckdose Typ 2,22,,,,,209
48.120231,7.848455,44,"AC Steckdose Typ 2, AC Schuko",22,AC Steckdose Typ 2,22,,,,,202
48.11867,7.847492,44,"AC Steckdose Typ 2, AC Schuko",22,AC Steckdose Typ 2,22,,,,,200
48.11807,7.848251,44,"AC Steckdose Typ 2, AC Schuko",22,AC Steckdose Typ 2,22,,,,,201
48.123584,7.835925,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,194
48.111542,7.851839,39.6,DC Kupplung Combo,22,AC Steckdose Typ 2,11,,,,,204
48.111566,7.851924,22,AC Steckdose Typ 2,11,DC Kupplung Combo,22,,,,,204
48.128363,7.808779,40,"AC Steckdose Typ 2, AC Schuko",22,AC Steckdose Typ 2,22,,,,,189
48.22028,7.77813,30,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,175
48.21499,7.780378,30,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,172
48.2229378,7.7773064,30,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,176
48.224117,7.765064,75,AC Steckdose Typ 2,22,"DC Kupplung Combo, DC CHAdeMO",50,,,,,170
48.218425,7.76041,150,DC Kupplung Combo,150,DC Kupplung Combo,150,,,,,170
48.22685,7.75509,300,DC Kupplung Combo,300,DC Kupplung Combo,300,,,,,169
48.22685,7.75509,300,DC Kupplung Combo,300,"DC Kupplung Combo, DC CHAdeMO",300,,,,,169
48.22685,7.75509,300,DC Kupplung Combo,300,"DC Kupplung Combo, DC CHAdeMO",300,,,,,169
48.199824,7.77333,11,AC Kupplung Typ 2,11,,,,,,,170
48.197594,7.77544,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,175
48.18982,7.76591,30,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,175
48.15043,7.69104,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,174
48.142355,7.703724,30,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,190
48.148052,7.709592,30,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,173
48.138361,7.703374,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,191
48.1492098,7.6960959,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,173
48.1797775,7.901749,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,414
48.103511,7.90643,30,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,228
48.096083,7.899878,30,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,226
48.1234832,7.7390929,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,,,,,185
48.125045,7.741477,22,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,182
48.121867,7.738892,30,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,188
48.156968,7.745885,73,"DC Kupplung Combo, DC CHAdeMO",50,AC Steckdose Typ 2,22,,,,,173
48.15667,7.74495,300,"DC Kupplung Combo, DC CHAdeMO",300,DC Kupplung Combo,300,,,,,173
48.15671,7.74496,300,"DC Kupplung Combo, DC CHAdeMO",300,DC Kupplung Combo,300,,,,,173
48.139971,7.614279,22,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,181
48.157849,7.78324,11,AC Kupplung Typ 2,11,,,,,,,180
48.162036,7.794722,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,189
48.228507,7.736573,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,170
48.168277,7.650691,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,174
49.85431,8.626177,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,129
48.837524,8.83961,11,AC Steckdose Typ 2,11,,,,,,,461
48.835808,8.834639,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,447
48.836804,8.844131,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,459
48.806067,8.8621807,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,413
48.8242181,8.86946547,160,DC Kupplung Combo,150,DC Kupplung Combo,150,,,,,433
48.817809,8.863332,39.65,DC Kupplung Combo,22,AC Steckdose Typ 2,11,,,,,419
48.839257,8.868752,150,AC Kupplung Typ 2,150,AC Kupplung Typ 2,150,,,,,467
48.838828,8.867799,22,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,467
48.867536,8.8510026,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,423
48.8689,8.8539,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,405
48.852261,8.827149,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,410
48.947228,8.574427,44,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,159
48.955473,8.585583,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,165
48.96059,8.62116,50,"AC Kupplung Typ 2, AC Schuko",50,AC Kupplung Typ 2,50,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,174
48.966043,8.603242,39.6,DC Kupplung Combo,22,AC Steckdose Typ 2,11,,,,,170
48.9019832,8.5766101,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,189
48.894609,8.604182,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,238
48.901765,8.578474,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,191
48.871226,8.636652,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,354
48.870962,8.587797,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,277
48.870744,8.63678,30,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,350
48.865493,8.580933,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,317
48.870901,8.629524,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,369
48.905667,8.81391,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,317
48.916772,8.78486,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,240
48.916922,8.781716,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,254
48.918838,8.780908,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,234
48.919871,8.769051,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,251
48.908062,8.773745,98,AC Kupplung Typ 2,43,DC Kupplung Combo,50,,,,,310
48.907993,8.77373,150,DC Kupplung Combo,150,DC Kupplung Combo,150,,,,,310
48.916335,8.780379,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,260
48.915767,8.669931,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,293
48.913649,8.668078,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,296
48.824049,8.802502,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,424
48.945364,8.623769,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,211
48.933506,8.634289,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,216
48.9478693,8.6691308,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,242
48.792601,8.779299,44,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,484
48.819182,8.73915,30,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,523
48.819459,8.732921,22,AC Steckdose Typ 2,22,,,,,,,519
48.971102,8.728092,22,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,320
48.988611,8.432236,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,117
48.96938,8.720888,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,314
48.96938,8.720888,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,314
48.956497,8.703813,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,350
48.929554,8.747665,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,329
48.929554,8.747665,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,329
48.93134,8.750902,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,352
48.93488,8.749911,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,370
48.834721,8.586127,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,339
48.85104306,8.58651051,11,AC Steckdose Typ 2,11,,,,,,,405
48.850904,8.579525,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,446
48.849882,8.582162,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,457
48.846287,8.589317,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,327
48.862687,8.568358,22,AC Steckdose Typ 2,11,DC Kupplung Combo,22,,,,,325
48.862758,8.56894,39.6,DC Kupplung Combo,22,AC Steckdose Typ 2,11,,,,,325
48.831752,8.676923,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,556
48.823346,8.658003,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,620
48.830845,8.644814,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,544
48.846201,8.524058,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,395
48.839436,8.547744,22,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,471
48.846118,8.526807,22,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,398
48.854869,8.531453,30,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,338
48.847326,8.546749,30,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,417
48.842646,8.530872,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,409
48.947072,8.840766,44,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,228
48.94625,8.841416667,11,"AC Steckdose Typ 2, AC Schuko",11,,,,,,,229
48.94625,8.841416667,22,"AC Kupplung Typ 2, AC Schuko",22,,,,,,,229
48.942722,8.8134376,93,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50,,,,,228
48.9521,8.8437,93,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50,,,,,240
48.9401,8.8388,93,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50,,,,,233
48.94471,8.843744,93,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50,,,,,225
48.957322,8.851786,22,AC Kupplung Typ 2,22,,,,,,,249
48.957322,8.851786,22,AC Kupplung Typ 2,22,,,,,,,249
48.936164,8.807325,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,229
48.5601,8.48165,360,DC Kupplung Combo,180,DC Kupplung Combo,180,,,,,747
48.5601,8.48165,360,DC Kupplung Combo,180,DC Kupplung Combo,180,,,,,747
48.953036,8.85131,39.6,DC Kupplung Combo,22,AC Steckdose Typ 2,11,,,,,240
48.956246,8.920583,22,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,232
48.956471,8.919207,22,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,231
48.995957,8.798411,39.65,DC Kupplung Combo,22,AC Steckdose Typ 2,11,,,,,246
49.023033,8.741806,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,219
49.025647,8.758897,30,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,194
49.021186,8.7499341,93,"AC Steckdose Typ 2, AC Kupplung Typ 2",50,"AC Kupplung Typ 2, DC Kupplung Combo",44,"AC Kupplung Typ 2, DC CHAdeMO",50,,,218
49.00064,8.80856,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,255
49.001001,8.801508,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,286
48.962409,8.812652,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,255
48.96559,8.801881,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,237
48.997473,8.811618,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,307
48.998116,8.805548,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,259
49.000638,8.808541,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,255
48.892153,8.854512,39.6,DC Kupplung Combo,22,AC Steckdose Typ 2,11,,,,,356
49.0479825,8.8493338,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,312
48.871832,8.80115,150,DC Kupplung Combo,150,DC Kupplung Combo,150,,,,,399
48.871832,8.80115,300,DC Kupplung Combo,300,DC Kupplung Combo,300,,,,,399
48.870929,8.819942,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,443
48.702103,9.140427,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,430
48.7007105,9.1438495,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,425
48.7007105,9.1438495,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,425
48.69199699,9.168322885,44,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,422
48.7015412,9.1432511,20,"AC Steckdose Typ 2, DC Kupplung Combo, DC CHAdeMO",20,,,,,,,425
48.695833,9.168611,125,DC Kupplung Combo,125,DC Kupplung Combo,125,AC Steckdose Typ 2,22,,,423
48.706283,9.127359,3.7,AC Steckdose Typ 2,3.7,,,,,,,433
48.698116,9.146977,43,AC Steckdose Typ 2,22,AC Steckdose Typ 2,21,,,,,429
48.698116,9.146977,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,429
48.698116,9.146977,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,429
48.698116,9.146977,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,429
48.698116,9.146977,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,429
48.698116,9.146977,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,429
48.698116,9.146977,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,429
48.698116,9.146977,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,429
48.695776,9.161374,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,423
48.69730759,9.165086746,22,AC Steckdose Typ 2,22,,,,,,,414
48.69730759,9.165086746,22,AC Steckdose Typ 2,22,,,,,,,414
48.6921,9.168324,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,422
48.695165,9.142708,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,429
48.688517,9.16764,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,415
48.674404,9.167367,50,AC Steckdose Typ 2,11,DC Kupplung Combo,22,,,,,416
48.674404,9.167372,39.6,DC Kupplung Combo,22,AC Steckdose Typ 2,11,,,,,416
48.695064,9.161913,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,424
48.705266,9.127775,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,431
48.699255,9.141097,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,429
48.694281,9.173803,88,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,417
48.671311,9.174303,44,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,412
48.706691,9.141966,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,422
48.68496501,9.168392323,11,AC Steckdose Typ 2,11,,,,,,,411
48.6803416,9.2449892,22,AC Steckdose Typ 2,22,,,,,,,348
48.678909,9.1927411,98,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50,,,,,388
48.677814,9.1941,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,385
48.672692,9.213617,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,370
48.651571,9.207736,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,392
48.679398,9.21965,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,372
48.683535,9.213081,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,381
48.677443,9.216737,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,374
48.653167,9.217148,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,396
48.65423,9.196284,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,431
48.654315,9.187701,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,468
48.673837,9.238644,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,355
48.648309,9.246751,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,398
48.657526,9.226037,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,402
48.66947,9.229507,44,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,385
48.651583,9.207797,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,392
48.651583,9.207865,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,392
48.672807,9.213672,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,370
48.675375,9.208006,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,380
48.676315,9.197551,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,386
48.680002,9.209231,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,383
48.676151,9.227262,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,362
48.6764,9.239849,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,351
48.648731,9.219213,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,405
48.648862,9.20877,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,406
48.657305,9.188404,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,458
48.682821,9.212333,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,380
48.653218,9.192982,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,468
48.6702594,9.2373386,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,371
48.651842,9.250434,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,417
48.660505,9.219284,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,386
48.656551,9.21046,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,386
48.653935,9.199556,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,418
48.658924,9.199923,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,404
48.679072,9.215961,22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,,,,,372
48.680239,9.244733,22,AC Steckdose Typ 2,22,,,,,,,348
48.67766,9.22697,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,AC Schuko,3.6,AC Schuko,3.6,369
48.39396,9.10433,80,AC Steckdose Typ 2,22,,,,,,,563
48.39396,9.10433,80,AC Steckdose Typ 2,22,,,,,,,563
48.657522,9.20245,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,395
48.67728494,9.195762068,156,DC Kupplung Combo,150,DC Kupplung Combo,150,,,,,384
