inf,3285.437755996405,5750.778408064736,8140.43220960015,11813.997945808875,14093.908095877287,15588.301537435724,19073.035146526723,21981.940705048008,23986.139643626004,2754.7010305136664,4935.180237982306,7225.623113958666,9184.409255834873,11340.157390452692,14140.868550829133,17067.74934690885,19331.27502953122,45719.155992878856,5900.48355390704,7371.415085535804,7767.023596935992,9771.296185438203,12920.317257107661,13928.693415397629,17339.039999867142,20627.73923745141,8989.44342725604,8909.987275247246,11372.862807866048,11663.622692465975,14712.636477393075,16495.493628098837,19796.684506255806,20740.122559730436,11560.831674075971,12472.906716565245,13164.22841055385,13806.913187626908,16749.342240541937,17694.779792231344,20663.638330679998,22589.96529290082,24648.728251343535,26442.448949556325,15370.340886842481,14823.935426284053,16184.124277511102,17252.57431316129,18253.34178218332,19888.33982597821,21140.32679893401,23784.308124637486,26093.576753375244,27250.542225890917,18639.01231693761,16701.93233629351,18161.292650304676,19937.340217742116,19511.50440929047,22220.24172360759,22886.288680996386,26016.210458349255,27068.307180591426,28771.85130972879,20503.008680998828,21400.371501963342,21161.388748388636,22172.883373089055,22524.726987552873,25269.809516453555,26372.24763739747,27529.649576753916,29159.90743611388,30029.17909266425,23201.052460811043,23262.00886390511,24855.087316621353,24156.150899357614,25768.26127260326,25723.117809584233,28433.650452459144,28869.31832373627,32374.300908147565,inf,25230.95773761039,26009.699948736667,26649.104946280866,27044.626322816606,27787.283626038417,28094.94349137472,29470.458522579043,30790.578333286372,inf,inf
inf,inf,2465.8013785538483,4856.887378554519,8538.93650321714,10809.20303574636,12303.668265798959,15791.518397994867,18696.632370363466,20709.380071195177,3997.220082991431,2920.6037340651155,4654.524451888223,6095.636341731713,8216.563461628144,10957.600747468023,13802.051102682335,16080.112693511743,39027.76291782146,6467.971460217792,6522.700955680642,5851.988842179471,7418.171530001588,10181.364457849453,10918.812730690148,14275.505830461512,17505.967657888577,9285.483523270552,8187.708736810206,10201.66621770327,9627.048053934595,12131.0856481556,13877.146005124305,16957.07313086423,17743.968489464613,11704.638752029288,12179.653155628042,11902.797100331918,11955.576885063809,14639.991386258695,15348.432432884727,17970.84037546705,19843.796701063446,21786.60906728221,23514.64277713155,15452.087990864587,14277.256439742046,15123.18328528789,15796.106349853708,16313.570974219754,17777.402252974076,18750.45119735574,21241.437847427125,23379.137620188798,24475.969869097826,18737.281016955887,16318.472334732709,17396.34698524067,18699.135391483505,17964.763768925557,20339.11422797369,20811.136757098106,23634.57786648671,24566.967630488198,26140.491405340967,20559.915062019063,21160.60362945046,20397.605337028093,21185.823032533768,21094.071066731114,23594.722652117533,24364.97443828449,25331.684715010397,26976.418552836083,27565.762868726393,23234.0469634911,22824.321138236774,24115.304279035834,23122.375233634262,24579.664174860096,24143.640381626705,26676.96390417745,26756.017466831363,30225.55258067367,63409.39857628819,25217.368217969008,25639.822213092757,25994.713415118604,26058.44761422801,26580.16435959778,26664.426498448644,27738.275204240155,28916.6678216034,31557.55331652135,32904.214366658314
inf,inf,inf,2402.4521690353276,6095.893659605927,8347.107648636005,9837.861805432181,13334.30104037693,16232.508124634234,18257.69162546075,inf,3071.1525511383716,3416.0303271583316,3922.98847863837,5937.760013046254,8588.026348151077,11348.996750083767,13637.791182913126,33844.70189306737,7472.488344562056,6628.62967041226,5126.089088905962,6070.365757461646,8285.570561605498,8729.105201819479,12007.054879461932,15173.401041946428,9903.241868253639,8195.065154177391,9735.498021410087,8442.555111062145,10345.747768552294,12026.745519296343,14877.154130649455,15521.072493074504,12099.332210097484,12264.083807675293,11277.766552047484,10839.11587202087,13231.779713047217,13723.589121208917,16011.238551148297,17824.22234912899,19661.764744671207,21330.264272006112,15686.950523850568,14102.997346509832,14542.358866519722,14892.301867333445,15011.314236046763,16308.802231863898,17038.180891917284,19383.48535614654,21368.87117632482,22412.847521592612,18916.469863329814,16206.468632428952,16983.907210554273,17910.363701489776,16948.101670126816,19024.232258373624,19336.1347326669,21891.73904514205,22723.152675821977,24186.08105763677,20676.321841463752,21066.703640924217,19935.13495473991,20547.05586268661,20124.22148134688,22408.27590861693,22913.822179211485,23724.605433772063,25371.462105964427,25738.83248901696,23300.471632528446,22564.337252092686,23623.22643184045,22426.024215600075,23752.922845809713,23025.771825339416,25403.607118733868,25206.9168316667,28632.364980081267,59770.60043186146,25230.37644938364,25398.22631027455,25546.18961477412,25367.802774584277,25722.09435178893,25639.28557021357,26476.60997881311,27540.25449866664,30098.545604142397,31292.495405304875
inf,inf,inf,inf,3694.6472877025826,5953.983907298984,7464.722062489558,10934.904811917122,13843.461572972388,15855.910748149654,inf,inf,3909.9789451656206,2725.9528264118717,4179.674671402299,6517.761725218676,9042.178839024033,11356.268604068984,28987.50571074626,inf,7807.002699589093,5743.076031242309,5872.5071616518935,7098.178250770572,7021.75570327246,10090.446953868213,13114.370163910065,11302.93124325942,9181.72250864721,10219.977995639705,8219.74409521008,9234.930494673048,10771.753326125654,13235.481790047568,13647.53090182033,13261.409765295683,13160.693404997266,11532.32303387509,10573.879842714101,12539.923431049087,12745.248792694889,14530.986010623397,16236.091366342283,17909.02564844877,19480.807820881353,16640.717310118605,14712.334395348618,14739.006334427982,14737.803889150711,14400.353788352924,15468.22743646199,15876.448584666508,18004.88326600932,19767.550684140788,20732.250494761858,19775.018436236885,16831.522537940687,17301.68771310207,17824.681694606385,16627.604250532873,18328.304843442475,18444.151059734722,20640.959673095065,21336.041623931633,22644.412045795572,21453.212799825655,21644.515724183402,20159.5895912255,20581.633782953933,19810.620308863494,21823.948779793383,22015.057352413838,22630.393158464605,24268.758943110224,24356.05160247846,24006.3792743229,22961.592183917834,23776.964492321105,22379.751529421996,23554.661561717272,22513.58155713318,24694.302366980635,24173.255775963808,27526.09321079713,57165.28114322304,25870.10580902001,25789.131664161614,25728.229030274328,25300.44788858455,25473.57035846392,25209.311426632805,25773.175474131436,26697.448688124055,29145.233637798847,30151.894569578464
inf,inf,inf,inf,inf,2361.459987396583,3949.228228680284,7266.898188279897,10211.292720044952,12172.140334815616,inf,inf,6722.326728351001,4330.1001802743,3688.582085500027,4269.156812827101,5750.797363584086,8078.257228812087,21863.269930760365,inf,10692.932276625685,8285.305180910997,7508.2648734793,6889.621640772805,5699.163483586094,7872.625582957079,10390.717294314287,14257.656964499805,11780.277658417537,12178.674668781876,9417.43604947882,8850.0068026544,9953.890675220006,11470.44768245234,11347.49657700659,15890.220590838726,15476.921075605662,13099.399360032634,11470.584796252333,12618.657727754638,12319.2047321656,13033.655555794945,14443.767026621881,15738.42225847214,17078.477330088404,18925.539899879925,16598.631656836755,16051.407561324075,15530.836114081245,14489.39111768113,15108.22401684513,14920.003598125,16571.837185206376,17856.406885900815,18646.424228176897,21869.9973631681,18671.538416060706,18695.65692018828,18606.873134730802,17083.039341139323,18106.064426575947,17880.687681520372,19374.581750262434,19801.609514381933,20793.75119037748,23400.409167979527,23314.349857473004,21342.15035866916,21467.502846114403,20178.158015249053,21694.948018227828,21346.49477188721,21605.295317080854,23198.282455373712,22776.5690871533,25815.360980997837,24340.697646808094,24778.03764266237,23102.40235864401,24015.28977322801,22488.930593209116,24297.82110615351,23226.576210324172,26400.96369459635,54389.11827287765,27558.853653063583,27114.345328716183,26740.5572213677,25935.298336263528,25819.943686215054,25268.80804316397,25368.09237059522,26041.72919424924,28266.385613391318,28934.725423262746
inf,inf,inf,inf,inf,inf,1598.5139500826176,4996.865030065236,7890.074946223057,9932.858455803693,inf,inf,inf,5934.890905603707,4375.787968736135,3241.02080019227,3497.9540714472855,5784.687716295095,17128.541409198897,inf,inf,9794.913139413564,8596.73318147768,6926.183276116561,5133.851350130295,6325.208788158063,8376.707825803722,inf,13168.439015300793,13160.550862410691,10077.165962720675,8546.430030391371,9269.137878284018,10062.89385902308,9582.514863825178,17199.97776528665,16587.46741525353,13797.732550144392,11819.670141018982,12393.312170258458,11781.90885461559,11744.42914545423,12916.55235548153,13958.406704655434,15149.070567380226,19950.03965023009,17397.320273204183,16487.650006503405,15645.604955943429,14185.828687084602,14487.534509335288,13915.459798350883,15227.198924570941,16197.315872773106,16876.50827300085,22724.285203044943,19397.555130836758,19124.386740125734,18639.578295125146,16936.799214024955,17496.653558934508,17056.988113522195,18082.567039446876,18340.749852926358,19135.42971051824,24130.458271990436,23860.05009817175,21586.231547144504,21513.707984112687,19912.018983274284,21081.82769030638,20396.84969894508,20431.199223892596,21977.905404817986,21256.743234126465,26425.527494253492,24674.384154061285,24855.10707512091,23018.72481356403,23748.99169097704,21931.111693169973,23481.55708889568,22081.332129090537,25118.413077675636,51523.19200031686,28070.122840210068,27382.710757857763,26803.980417421622,25759.40897474074,25458.823084274314,24730.852859817856,24534.74004204771,25046.661558405965,27116.826474822257,27579.561187060895
inf,inf,inf,inf,inf,inf,inf,inf,6413.794721864504,inf,inf,inf,inf,inf,5114.868353484184,3078.394954135455,1984.3598623258888,4204.500139806916,13906.820983958754,inf,inf,inf,9290.96732015441,7064.902127309665,5014.776734023517,5354.590720912056,6977.011125830302,inf,inf,13694.441422378244,10474.362807483809,8385.883236228638,8823.964136477382,9087.35768885841,8352.044620993016,inf,17160.214817262746,14146.794048639747,11985.508656330578,12182.353072108064,11379.363129926776,10821.17308198165,11809.415743073729,12673.646059468272,13761.861786153004,20442.587148522096,17766.133983207714,16635.856003406436,15598.310934476176,13888.71612782789,13974.795453937297,13152.170287670211,14222.886992635435,14977.870586717238,15582.66818006786,23092.58657896939,19703.715349641683,19242.878225487133,18509.233003021585,16706.38446469388,16957.954045355065,16381.21727490058,17091.304881664368,17238.24998141581,17903.018549195298,24410.191436457324,24024.53673032293,21568.987711168284,21369.380687537672,19578.625561148,20514.227251673914,19614.727395180897,19503.529943160727,21013.2374588437,20104.18176215772,26618.11503320661,24696.929404811563,24711.711176969744,22781.887059323424,23390.373888726688,21394.335462129016,22769.837607070338,21164.392020869724,24103.025045173745,49217.8852249096,28192.413636506666,27351.206616073683,26643.03640866933,25449.136882185085,25030.92122848901,24192.878163731373,23807.383873774037,24213.947601755906,26179.303541666653,26511.979743367105
inf,inf,inf,inf,inf,inf,3835.880325136795,inf,3002.4293044227397,inf,inf,inf,inf,inf,8898.298804077647,6470.650266560777,3644.8209360876217,3419.085158117231,8156.764127906937,inf,inf,inf,12997.210117072249,10370.51764581547,8191.473224591483,7084.513062916871,6895.258861902828,inf,17668.43174678027,17238.03677465834,13933.478299617907,11261.617234398107,11223.123153965835,10305.964667467848,8820.180698857726,21537.91324383208,20712.125859151412,17501.71912373354,15165.08268589771,14828.465269683113,13733.042361707203,12037.118770497775,12390.904533088982,12559.3314827158,13130.19367147798,23897.566285013112,21103.758316389612,19710.31841053051,18407.28534028213,16327.801415088583,15993.481711828561,14636.141573436731,15012.016673694918,15007.258052112458,15293.814077565443,26394.244202017413,22950.729973387926,22244.355767302102,21136.758508787498,19192.387831183445,18835.057995401396,17963.662450872624,17813.45472579895,17603.68365216945,17784.487370012706,27591.07471451409,27052.24567121026,24341.439830609706,23932.45873143097,21824.99251278751,22254.618899071684,20855.87433109241,20351.270756202146,21721.19478881933,20225.546548850383,29667.67771393329,27503.66637104319,27240.947085896943,25163.444814447954,25530.5555185888,23188.72134430798,24132.405473895342,22008.400882617756,24604.48510954756,49666.609701127876,31130.20792416837,30050.677256315255,29124.3085530874,27661.608000489716,27010.22279794142,25945.361168128624,25115.185203604997,25241.75694150126,26885.89381320704,26814.342078944028
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8654.58419356665,5732.671003719698,3937.7872787472106,3418.7438043219263,inf,inf,inf,15252.334198114691,12247.57031319143,10080.892183572403,8113.603986999597,6629.018617853987,inf,inf,19211.685776545775,15858.838397993295,12728.113361156622,12306.890424615693,10567.535652808987,8664.24572518306,inf,22658.519957883396,19247.675070382196,16773.254230496095,15961.196538078628,14665.84070447256,12145.609072825007,11954.148994793672,11574.429444684307,11710.646076872908,25690.02734558652,22780.19519476561,21121.13468724101,19582.19826719176,17224.248846893595,16537.554701950194,14792.104384712198,14601.293920576338,13996.74485827584,14027.754840976297,27981.17176026135,24503.994249407835,23543.61549132126,22090.98748321155,20053.29542061384,19172.698788468664,18078.791848685578,17238.388749135163,16755.52265873555,16559.227561910277,29027.632426209806,28329.5514046991,25385.766648586658,24780.93139259606,22421.298827381055,22400.993879741953,20616.0651133974,19807.082335463958,21036.10195024885,19119.453553738633,30944.607999071006,28546.636704129305,28016.636126868223,25827.31458800433,25970.942418351595,23364.21077532578,23929.228793517905,21424.906387505347,23707.2681886722,47313.74157772935,32277.46076809892,30963.962539965032,29835.369314320167,28139.82373627415,27288.9700364854,26042.93470315457,24851.03132898622,24748.761556689486,26114.836731642983,25733.432415500807
inf,inf,inf,inf,inf,inf,8446.42274804084,4634.629607282428,2202.816118417497,inf,inf,inf,inf,inf,13411.440953109603,10785.109405264651,7849.471991972136,6133.439507963956,6775.031436031782,inf,inf,inf,17386.923083491733,14438.368112240616,12265.80739443705,10298.966317285318,8591.120261025908,inf,22045.015696110255,21400.31037930436,18049.665399257272,14928.379694603998,14476.791015046496,12588.925642047376,10595.565463000494,25792.328527941565,24851.634980594914,21449.9887722862,18975.5610449763,18126.868416836365,16805.13042965684,14097.296572731588,13693.130337939121,13043.340317135942,12891.838182375941,27892.185545504733,24982.73860746312,23310.41200775246,21745.68360287931,19345.931411444224,18578.840894580346,16726.3555917318,16311.074306592218,15392.04084529006,15255.472519606034,30179.968450268287,26701.86881913701,25718.842684516203,24211.341248840345,22158.573564758786,21137.798641194942,19972.585540765664,18833.005186141716,18204.495661164365,17769.0833973701,31214.655047018947,30498.12183484783,27518.252486959493,26872.27564450942,24453.288449191434,24282.74530296157,22345.728780430432,21393.465083745272,22535.749262999354,20378.066724606284,inf,30674.743639922734,30083.896723656537,27868.859325476507,27944.08938067318,25252.851675343314,25656.63217501108,22977.599770449666,25061.370682491863,49607.7967145814,inf,inf,31882.14866077747,30119.70581743739,29202.257645055648,27891.12113586809,26545.25944959538,26328.842627168277,27531.01930913909,26954.32566330633
