Latitude,Longitude,Altitude
49.8782222,8.6579722,1
49.5562364,8.5333187,2
49.5838792,8.6340609,3
49.6817024,8.7248111,4
49.5715686,8.6787346,5
49.7201154,8.7496894,6
49.5523007,8.6702083,7
49.5504194,8.6705737,8
49.5489396,8.6710638,9
