Latitude,Longitude,Max_power
49.043024,9.144598,22.0
49.043302,9.137675,22.0
49.03638739,9.144541025,22.0
49.03920897656,9.14407337118761,22.0
49.03936,9.14418,75.0
49.0205947622528,9.09109210502548,11.0
49.021732,9.091208,22.0
49.50044423,9.538997412,22.0
49.7724862,9.5794393,50.0
49.753924,9.519981,22.0
49.762008,9.512321,22.0
49.760487,9.51951,22.0
49.771521,9.585687,22.0
49.713214,9.546818,22.0
49.763825,9.511557,150.0
49.771110466196,9.587588310242,75.0
49.7132462,9.5471756,22.0
49.783303,9.501034,11.0
49.464,9.2827,11.0
49.740315,9.319557,22.0
49.764846,9.403024,11.0
49.764842,9.403105,22.0
49.671029,9.522731,22.0
49.66571,9.51322,22.0
49.57605,9.69964,22.0
49.57622,9.70072,22.0
49.575862,9.700599,22.0
49.56615107,9.7083427,22.0
49.57144451,9.70256321,22.0
49.579621,9.710798,22.0
49.568312,9.690746,22.0
49.566964,9.709225,22.0
49.542342,9.734054,22.0
49.538332,9.740297,22.0
49.62312,9.66097,22.0
49.630403,9.666185,100.0
49.625101,9.664675,22.0
49.636206,9.652753,22.0
49.442991,9.632387,22.0
49.443001,9.632372,22.0
49.48345,9.633589,11.0
49.479862,9.637054,22.0
49.604137,9.722492,22.0
49.626722,9.728162,50.0
49.621761,9.730665,50.0
49.6216138,9.7309266,150.0
49.6267028,9.7281813,150.0
49.61816,9.59558,22.0
49.594534,9.587398,22.0
49.4259,9.70136,22.0
49.42653,9.68774,22.0
49.427384,9.698505,22.0
49.49733,9.76211,11.0
49.49755,9.75911,11.0
49.493115,9.769909,22.0
49.489539,9.772964,22.0
49.496651,9.776848,22.0
49.49335639,9.7743056,22.0
49.4774,9.76837,22.0
49.493884,9.790812,22.0
49.486551,9.790409,100.0
49.47521,9.83514,22.0
49.497166,9.769336,11.0
49.483,9.897,43.0
49.470704,9.873341,22.0
49.48278,9.89528,22.0
49.49528,9.90139,22.0
49.458442,9.889706,22.0
49.481418,9.9014,22.0
49.48105,9.90565,22.0
49.478743,9.905534,22.0
49.470603,10.030471,22.0
49.400383,9.915173,22.0
49.398793,9.919444,22.0
49.493784,9.812146,22.0
49.495367,9.815169,22.0
49.48688829,9.8206163,150.0
49.888644,9.029234,22.0
49.5349,9.202465,22.0
49.403861,9.390352,50.0
49.42862,9.42359,22.0
49.43091,9.42851,22.0
49.521565,9.331856,7.4
49.540248,9.327668,11.0
49.5232752924057,9.32223333667584,11.0
49.523694,9.321958,11.0
49.523442,9.328062,22.0
49.520981,9.328713,50.0
49.46059,9.32333,22.0
49.500917,9.313127,22.0
49.5047265,9.3117846,22.0
49.520978,9.328617,22.0
49.5109087623134,9.31491494178772,150.0
49.523607,9.322103,22.0
49.523662,9.32206,22.0
49.5049,9.3115,22.0
49.535927,9.34012,150.0
49.6185392,9.3468923,22.0
49.583449,9.366185,22.0
49.583449,9.3661805,22.0
49.606811,9.469433,22.0
49.606759,9.472557,22.0
49.4407508,9.2879648,11.0
49.442809,9.33517,22.0
49.4446531,9.2806331,22.0
49.602191,9.429381,22.0
49.365432,9.154202,22.0
49.3450896336292,9.13045375886078,22.0
49.351619,9.140536,22.0
49.36537,9.154302,22.0
49.353031,9.148278,22.0
49.342502,9.122213,22.0
49.343097,9.122983,22.0
49.3468028,9.1352138,22.0
49.32857,9.109463,22.0
49.3493,9.11187,22.0
49.3504861,9.14211944,50.0
49.3568722,9.1487888,50.0
49.341478,9.126114,50.0
49.381684,9.181842,22.0
49.38046,9.18437,22.0
49.45513,9.247109,50.0
49.3498609,9.2539829,22.0
49.3506816,9.2465359,22.0
49.3517925,9.0965867,50.0
49.4169528,9.2794111,22.0
49.406,9.275,22.0
49.301874,9.140594,150.0
49.347354,8.983052,22.0
49.3647498620133,9.05813476839102,22.0
49.326523,9.145255,11.0
49.39591,9.00304,22.0
49.369707,8.984554,22.0
49.378273,8.987501,22.0
49.013673,10.217815,22.0
49.029236,10.098886,22.0
49.029892,10.097997,22.0
49.019681,10.029893,22.0
49.030458,10.271579,22.0
49.907988,9.897554,22.0
49.41023,9.4909264,22.0
49.32632,9.330442,22.0
50.00217,8.57585,11.0
49.471378,8.607315,22.0
49.474858,8.614378,22.0
49.477472,8.61429,22.0
49.476528,8.614045,22.0
49.473862,8.612258,22.0
49.47088,8.611717,22.0
49.451351,8.603817,22.0
49.452962,8.58837,50.0
49.456296,8.595477,22.0
49.46408,8.602485,22.0
49.504375,8.603693,22.0
49.50762,8.62855,22.0
49.504148,8.602555,22.0
49.476643,8.560239,22.0
49.4694378,8.565854,150.0
49.471235,8.566378,22.0
49.3898498999999,8.57836959999997,50.0
49.377725,8.56021,22.0
49.396112,8.591433,22.0
49.3912,8.59681,22.0
49.38472,8.57786,22.0
49.38017,8.57536,22.0
49.38138,8.58869,22.0
49.38515,8.571,22.0
49.393307,8.582067,22.0
49.392184,8.5949767,22.0
49.3918,8.56459,300.0
49.3802133,8.5753633,150.0
49.3695494,8.5824933,22.0
49.380153,8.5749644,22.0
49.4072519,8.5528506,22.0
49.39052,8.57966,50.0
49.413184,8.545299,50.0
49.387287,8.571389,11.0
49.3852714999999,8.57758260000002,50.0
49.36935,8.6001,22.0
49.341696,8.543022,11.0
49.317584,8.545261,22.0
49.318546,8.548705,22.0
49.318301,8.547033,22.0
49.308255,8.537786,22.0
49.316991,8.575853,50.0
49.320815,8.567804,50.0
49.3208261,8.5679409,150.0
49.317097,8.57589,150.0
49.335615,8.533352,22.0
49.368575,8.526745,22.0
49.409666,8.5392854,22.0
49.39443,8.535239,22.0
49.407402,8.537158,50.0
49.41089641425,8.543704748154,150.0
49.2654608058627,8.6290276046202,22.0
49.2674615089544,8.59857738018036,22.0
49.2440556,8.63808333333333,22.0
49.267955,8.613718,22.0
49.282417,8.584127,22.0
49.282444,8.584181,22.0
49.26729,8.615653,22.0
49.265826,8.614426,22.0
49.245399,8.636766,22.0
49.2455361733316,8.63508227294698,22.0
49.2455572217309,8.63514580931594,22.0
49.295266,8.573869,22.0
49.300285,8.498076,22.0
49.304587,8.504254,22.0
49.292833,8.528565,22.0
49.293108,8.524654,22.0
49.392988,8.800113,22.0
49.397422,8.837338,22.0
49.394218,8.788977,22.0
49.392395,8.78007,50.0
49.381363,8.800953,22.0
49.29163,8.66088,11.0
49.288857,8.677225,22.0
49.2943096,8.666893,22.0
49.293157,8.701533,22.0
49.2905278,8.664805555,22.0
49.292841,8.6969818,11.0
49.297218,8.678921,22.0
49.29364,8.699145,22.0
49.289614,8.678578,22.0
49.3449076,8.6789161,150.0
49.3449047,8.6788524,150.0
49.349299,8.690431,22.0
49.3355918,8.6715663,22.0
49.3004914,8.644219,22.0
49.2971672,8.6302369,300.0
49.2973219,8.6301201,300.0
49.30237,8.64363,22.0
49.314599,8.637563,22.0
49.304996,8.629313,22.0
49.302223,8.642357,22.0
49.303891,8.648709,22.0
49.476043,8.661932,22.0
49.480898,8.660382,11.0
49.350934,8.632238,50.0
49.341823,8.660026,22.0
49.341267,8.650648,22.0
49.3508,8.632241,150.0
49.34897,8.6542,150.0
49.403815,8.618701,22.0
49.399503,8.631187,22.0
49.3934,8.63442,150.0
49.45579,8.65076,11.0
49.446334,8.677897,150.0
49.317325,8.675627,22.0
49.331695,8.684364,22.0
49.326159,8.6838607,50.0
49.32011,8.687501,150.0
49.322163,8.696183,22.0
49.27256,8.695698,150.0
49.273211,8.696102,150.0
49.274290669922,8.695693733111,150.0
49.28216,8.735,22.0
49.2416712727387,8.69629890694933,22.0
49.248207,8.726858,22.0
49.24041,8.6975694,22.0
49.247084,8.70856,22.0
49.360575,8.7965,22.0
49.349492,8.768603,22.0
49.436745,8.809329,22.0
49.43618,8.8099499,22.0
49.461194,8.805979,22.0
49.430746,8.811931,22.0
49.4367898551203,8.80926812521854,22.0
49.367868,8.75099,22.0
49.485795,8.795633,22.0
49.24575,8.68089,22.0
49.341396,8.797608,22.0
49.33696,8.78595,22.0
49.343215,8.796468,22.0
49.47302,8.98683,150.0
49.465047,8.984294,22.0
49.461069,8.987824,22.0
49.4448,8.89662,22.0
49.480317,8.827869,22.0
49.5303014,8.6652182,5.0
49.55186799,8.668873608,22.0
49.5416034261981,8.66361244463124,11.0
49.549386,8.646601,22.0
49.527776,8.656796,50.0
49.511111,8.729722,22.0
49.532003,8.642889,22.0
49.558527,8.64968,22.0
49.570058,8.612268,22.0
49.553083,8.662451,22.0
49.554253,8.666341,22.0
49.549974,8.657019,22.0
49.547134,8.672207,22.0
49.5469,8.670231,22.0
49.520075,8.662961,22.0
49.550697,8.670549,22.0
49.542466,8.647314,22.0
49.51257,8.65558,22.0
49.497901,8.65978,22.0
49.5067426445449,8.63767862319946,300.0
49.507796,8.638089,175.0
49.499336,8.660807,22.0
49.510604,8.654971,22.0
49.49523,8.655312,22.0
49.594,8.647,50.0
49.588675,8.653663,22.0
49.612568,8.652642,22.0
49.376603,8.587326,22.0
49.24411,8.78918,11.0
49.240926,8.879562,50.0
49.2409206,8.8795631,150.0
49.2444306,8.8789347,300.0
49.2409723865224,8.87991140988803,300.0
49.247248,8.878005,50.0
49.2537,8.8775,11.0
49.250583,8.879565,11.0
49.23823,8.89803,22.0
49.24016,8.894793,22.0
49.252646,8.888313,22.0
49.334138,8.850768,22.0
49.319296,8.821151,22.0
49.31702,8.813564,50.0
49.2977041,8.92007379999999,22.0
49.302642,8.910918,50.0
49.236963,8.767253,22.0
49.234916,8.77503,22.0
49.2331212,8.7706523,50.0
49.232335,8.7741343,22.0
49.236624,8.766834,150.0
49.295369,8.950124,11.0
49.320104,8.868043,22.0
49.320083,8.868028,22.0
49.32104,8.867383,22.0
49.35575,8.87063,22.0
49.37589,8.89122,22.0
49.295278,8.822778,22.0
50.61501,10.39008,22.0
49.016814,9.666609,22.0
49.041479,9.917203,22.0
49.111188,9.795035,50.0
49.1211097,9.7351139,50.0
49.116381,9.732819,22.0
49.115596,9.73491,22.0
49.116925,9.732841,22.0
49.110591,9.738353,22.0
49.095972,9.76138,22.0
49.095985,9.761262,22.0
49.095971,9.761424,22.0
49.096737,9.761962,22.0
49.096827,9.761828,22.0
49.096813,9.761746,22.0
49.115998,9.736766,22.0
49.108588,9.764315,22.0
49.10457,9.70297,50.0
49.118865,9.733827,22.0
49.1184,9.752944,22.0
49.168793,9.917557,22.0
49.075898,9.559443,22.0
49.087118,9.880363,22.0
49.199483,9.792243,22.0
49.0707771945852,9.76458439297023,11.0
49.103429,9.696124,22.0
49.178646,9.710472,22.0
49.103049,9.746223,22.0
49.16847,9.84773,22.0
49.1413288,10.0384121,22.0
49.13512,10.07575,22.0
49.14262,10.07366,22.0
49.135856,10.075394,50.0
49.142476,10.073061,22.0
49.134388,10.070465,11.0
49.13846,10.06729,22.0
49.13974,10.07608,22.0
49.13555,10.05985,22.0
49.13223,10.055697,22.0
49.13527,10.075823,22.0
49.140227,10.056313,22.0
49.1497,10.07262,22.0
49.1484,10.07263,22.0
49.1484,10.07267,22.0
49.136235,10.07302,11.0
49.140922,10.033255,50.0
49.1407793108714,10.0623863223552,22.0
49.140786,10.062409,22.0
49.298984,9.971058,22.0
49.29545,9.979662,22.0
49.346762,9.974752,22.0
49.346279,9.982211,22.0
49.345479,9.981788,11.0
49.070046,10.208514,22.0
49.09511846,10.22209167,11.0
49.24989,9.928617,22.0
49.079616,9.979514,22.0
49.18149,10.0695,300.0
49.18146,10.06949,300.0
49.18143,10.06947,300.0
49.1804684,10.0713726,50.0
49.170715,10.077449,22.0
49.202541,9.981323,22.0
49.130957,10.185747,22.0
49.16208,10.15949,22.0
49.2544,9.86314,22.0
49.253086,9.845822,22.0
49.060813,10.093059,22.0
49.054127,10.082193,22.0
49.05406,10.08219,22.0
49.2110546,10.0628037,50.0
49.210671,10.068606,22.0
50.716,8.5517,22.0
49.41363,8.65533,22.0
49.388889,8.682139,22.0
49.406071,8.680941,11.0
49.40296,8.6637,22.0
49.409399,8.661824,22.0
49.406424,8.681374,22.0
49.40205,8.672877,22.0
49.405094,8.685464,22.0
49.408882,8.678966,22.0
49.399062,8.692608,22.0
49.360468,8.705494,22.0
49.4043,8.68029,22.0
49.434675,8.67825,22.0
49.400401,8.682999,22.0
49.39609,8.68134,22.0
49.402985,8.687863,22.0
49.4043,8.66354,22.0
49.403708,8.66321,22.0
49.398003468257,8.682118320367,150.0
49.402435,8.666438,22.0
49.396889,8.723262,22.0
49.410921,8.712041,22.0
49.411731,8.696741,22.0
49.408614,8.698401,22.0
49.40278,8.72926,22.0
49.409,8.70252000000005,11.0
49.4103326999999,8.69417569999996,11.0
49.4101547,8.70516429999997,11.0
49.410166,8.694696,11.0
49.384691,8.710587,22.0
49.428058,8.748028,22.0
49.415059,8.761994,22.0
49.41342,8.77028,22.0
49.41926,8.75624,22.0
49.411162,8.770802,22.0
49.418749,8.675251,22.0
49.413541,8.692575,11.0
49.415501,8.678133,22.0
49.41964,8.659545,22.0
49.423175,8.684672,50.0
49.41949,8.682852,22.0
49.416627,8.692228,22.0
49.418013,8.685406,22.0
49.42156,8.67433000000005,11.0
49.434952,8.681151,22.0
49.420987,8.679651,22.0
49.43287,8.680336,22.0
49.431389,8.686842,22.0
49.426662,8.661709,22.0
49.424554,8.688722,22.0
49.436302,8.679902,22.0
49.419048,8.649889,22.0
49.43141,8.64609,22.0
49.412647,8.656032,22.0
49.426194,8.639611,150.0
49.411225,8.646659,22.0
49.412129,8.64153,22.0
49.403619,8.646103,60.0
49.394544,8.676054,50.0
49.376185,8.65822,22.0
49.387181,8.6647419,22.0
49.374343,8.67661,22.0
49.378716,8.677192,22.0
49.383565,8.666606,22.0
49.38336,8.66231,22.0
49.376336,8.680638,22.0
49.376094,8.671233,22.0
49.3795,8.67501,22.0
49.37975,8.671362,22.0
49.378139,8.664111,150.0
49.384106,8.68091,22.0
49.380024,8.704141,22.0
49.374649,8.693138,22.0
49.3808,8.68954,22.0
49.39114,8.68643,22.0
49.39206,8.68623,22.0
49.38852,8.68904,22.0
49.382442,8.677769,22.0
49.389878,8.68202,22.0
49.389569,8.68269,22.0
49.389702,8.68322,22.0
49.389633,8.682048,22.0
49.37713,8.68793,150.0
49.359629304762,8.688152432442,150.0
49.36530231,8.674519885,22.0
49.3653526395888,8.67453183738232,11.0
49.3652602345255,8.67451306191922,11.0
49.3652179243988,8.67451035960236,11.0
49.36567137,8.675239292,22.0
49.36559383,8.675227568,22.0
49.36570983,8.675239497,22.0
49.36536838,8.674514161,22.0
49.362305,8.677038,22.0
49.363414,8.7024,22.0
49.13935,9.2203,11.0
49.14297,9.22018,22.0
49.145377,9.22462,22.0
49.1453981,9.22124020000001,11.0
49.1379243502806,9.20351464545211,22.0
49.1425079375524,9.22399704075741,22.0
49.1401752372863,9.22453086651456,22.0
49.138816,9.205021,22.0
49.146188,9.220675,11.0
49.1461668,9.2204127,11.0
49.145792,9.221074,11.0
49.142471,9.223741,11.0
49.137173,9.228722,22.0
49.137907,9.203465,22.0
49.142271,9.224182,22.0
49.135145,9.219322,22.0
49.138852,9.204904,22.0
49.140161,9.22449,22.0
49.1429655970711,9.22015776286919,22.0
49.145385,9.224636,22.0
49.135441,9.205371,22.0
49.143057,9.213806,22.0
49.13863,9.2226389,22.0
49.146052,9.216969,11.0
49.143209,9.218172,22.0
49.140392,9.22484,11.0
49.13558,9.22193,11.0
49.12154975,9.217277128,22.0
49.13355,9.226808,150.0
49.120114,9.221301,22.0
49.1396192119773,9.24026413421104,22.0
49.127442,9.224305,22.0
49.139606,9.240276,22.0
49.1201511505402,9.22129020349663,22.0
49.124821,9.223786,43.0
49.166131,9.216777,150.0
49.150278,9.216667,150.0
49.148107,9.217517,22.0
49.148107,9.88217517,22.0
49.148762,9.214307,22.0
49.152883,9.222938,22.0
49.148744,9.214319,22.0
49.149625,9.214984,22.0
49.1496541334495,9.21498987289206,22.0
49.1554728099042,9.20803889981181,22.0
49.167185,9.24276,22.0
49.148119,9.217507,22.0
49.159148,9.253078,22.0
49.164622296989,9.22269245586212,22.0
49.1677613368308,9.21887718650818,11.0
49.154836,9.201207,22.0
49.184597,9.173518,22.0
49.154844,9.201167,22.0
49.179268,9.167433,11.0
49.180575,9.168294,11.0
49.155156,9.190145,11.0
49.184607,9.109872,22.0
49.168686,9.20156,22.0
49.192479,9.147138,22.0
49.159619,9.171816,22.0
49.15393,9.201252,50.0
49.18354,9.1805,11.0
