Latitude,Longitude,Max_power
49.947841,10.598556,22.0
49.98994,10.58748,22.0
50.00851,10.46806,22.0
50.01197,10.46549,22.0
50.238489,12.02963,22.0
50.250643,12.033274,22.0
50.2495079,12.0404591,22.0
50.2414657,12.0314204,22.0
50.246805,12.0307009,22.0
50.325114,11.698197,22.0
50.326116,11.702745,22.0
50.326082,11.702926,22.0
50.324955,11.698306,22.0
50.2197711325613,11.9454129539735,22.0
50.217945,11.937066,100.0
50.2191053,11.9455203,22.0
50.2190787,11.9454599,22.0
50.28148,11.625197,50.0
50.366022038849,11.6364771614,22.0
50.36479,11.64067,22.0
50.32466,11.78438,300.0
50.32478,11.78442,300.0
50.32485,11.78443,300.0
50.26845,11.84737,22.0
50.268453,11.847262,22.0
50.3383977,11.6031731,11.0
50.371853,11.787816,150.0
50.404144,11.772845,50.0
50.406237,11.773701,50.0
50.40409,11.773828,50.0
50.406471,11.773864,50.0
50.347779,11.805803,11.0
50.19019,11.79246,24.0
50.189222,11.802242,11.0
50.190821,11.783449,50.0
50.189187,11.804314,22.0
50.185867,11.785364,22.0
50.1861057643122,11.7852585404437,22.0
50.237186,11.726054,22.0
50.235566,11.710828,22.0
50.238125,11.717499,22.0
50.239349,11.715995,22.0
50.231405,11.721575,22.0
50.190291171054,11.830172538757,22.0
49.77302,10.49541,22.0
49.772904,10.476847,22.0
49.768953,10.470806,175.0
49.7408370971679,10.178409576416,11.0
49.73103,10.172022,22.0
49.739668,10.16323,22.0
49.734429,10.162413,22.0
49.736805,10.16341,22.0
49.748723,10.209846,22.0
49.731424,10.147767,11.0
49.739232,10.161129,22.0
49.706449,10.12981,22.0
49.775043,10.151207,22.0
49.866962,10.18192,22.0
49.856569,10.230676,22.0
49.86571,10.22455,22.0
49.86308,10.22618,22.0
49.88511,10.287623,22.0
49.85853,11.018107,22.0
49.82974,10.20519,22.0
49.82689,10.20596,22.0
49.781102,10.064355,22.0
49.80087,10.16218,22.0
49.80378,10.16449,22.0
49.778239,10.069186,300.0
49.778232,10.069073,300.0
49.78105,10.06362,22.0
49.668602,10.143023,22.0
49.63849,10.11904,22.0
49.67418,10.14206,22.0
49.64101,10.22055,22.0
49.687253,10.145198,22.0
49.70092,10.260296,22.0
49.702735,10.264324,22.0
49.70638,10.26376,22.0
49.70277,10.265,22.0
49.696643,10.256419,22.0
49.72925,10.2451,22.0
49.68747,10.29251,22.0
49.723544,10.27198,22.0
49.648861,10.260046,22.0
49.68747,10.66119,22.0
49.710352,10.220347,22.0
49.713882,10.215147,22.0
49.79408,10.34393,22.0
49.79431,10.34136,22.0
49.7943,10.34136,22.0
49.78511,10.34026,22.0
49.78943,10.34105,22.0
49.79598,10.34784,22.0
49.79544,10.34309,22.0
49.79597,10.34581,22.0
49.79417,10.35095,22.0
49.79239,10.34007,22.0
49.798378,10.348336,22.0
49.74937,10.30457,22.0
49.73992,10.3509,22.0
49.780852,10.244797,350.0
49.779352,10.246493,350.0
49.768285,10.34219,300.0
49.781131,10.244879,50.0
49.779356,10.246354,50.0
49.781101,10.244809,50.0
49.81667,10.35253,22.0
49.812329,10.341646,22.0
49.80357,10.22969,22.0
49.803611,10.229444,22.0
50.24894,11.2088,22.0
50.248106,11.210254,22.0
50.246916,11.207379,22.0
50.244729,11.334258,22.0
50.23458,11.32956,22.0
50.23499,11.34399,22.0
50.238467,11.322404,50.0
50.249599,11.319845,22.0
50.233773,11.34044,22.0
50.234523,11.329577,22.0
50.235018,11.341911,22.0
50.244874807793,11.3345983990871,22.0
50.2465169354707,11.3350689642316,22.0
50.191743,11.27618,22.0
50.18368,11.27817,22.0
50.19183,11.276142,22.0
50.342661,11.304901,22.0
50.4823388950323,11.3945367949676,22.0
50.325613,11.284723,22.0
50.32581,11.28487,22.0
50.291039,11.450411,22.0
50.290909,11.450212,22.0
50.276596,11.387265,11.0
50.4715509350066,11.2826550347008,11.0
50.440107,11.373058,22.0
50.440417,11.373283,22.0
50.4417439873111,11.3676549298858,22.0
50.256106,11.396563,22.0
50.25632208357,11.397641658914,150.0
50.103394,11.442161,22.0
50.104867,11.469637,24.0
50.103896,11.29667,50.0
50.1040795517458,11.4359176333565,22.0
50.11472,11.46342,11.0
50.108154,11.449707,11.0
50.111232,11.451932,22.0
50.118718,11.464508,22.0
50.108484,11.457546,22.0
50.110386,11.459314,22.0
50.114567,11.463564,22.0
50.1059463,11.4582789,22.0
50.105958,11.604848,22.0
50.093214,11.583003,22.0
50.16063,11.505006,22.0
50.028382,11.399071,22.0
50.03927,11.4161,22.0
50.169991,11.633609,22.0
50.227789,11.555077,22.0
50.22687,11.55435,22.0
50.05907,11.60612,22.0
50.054078,11.616755,50.0
50.05619,11.60948,300.0
50.05602,11.60933,300.0
50.05615,11.60944,300.0
50.05613,11.60944,22.0
50.055972,11.609148,350.0
50.05476,11.62273,300.0
50.095838,11.655227,22.0
50.01477,11.50404,22.0
50.015607,11.501703,22.0
50.037746,11.490413,300.0
50.037899724328,11.490213274956,75.0
50.13432,11.04672,300.0
50.148217,11.072464,22.0
50.147885,11.065859,11.0
50.144833,11.063453,11.0
50.146382,11.062725,11.0
50.146474,11.085605,11.0
50.154639,11.087028,22.0
50.137815,11.074781,22.0
50.133780616037,11.045325994492,150.0
50.136655,11.062477,22.0
50.1477392,11.0678094,22.0
50.139417,11.24633,22.0
50.1195576802837,11.0419188913249,22.0
50.0797319995344,11.0885046021499,11.0
50.07964,11.08841,11.0
50.101699,11.000367,22.0
50.1052889,10.9936573,22.0
50.1053083,10.993616,22.0
50.163067,11.111796,22.0
50.07199,10.96179,300.0
50.0720202210532,10.961779580185,300.0
50.1267345,11.2478971,22.0
50.1267168,11.2478697,22.0
50.1287353178961,11.1608223249991,11.0
49.89641,9.81834,22.0
49.905296,9.814591,22.0
49.890721,9.82548,22.0
49.923681,9.800133,22.0
49.944266,10.020356,50.0
49.91108,9.88201,22.0
49.84013,9.85447,22.0
49.9789185806778,9.96535591578206,150.0
49.9763215070587,9.96715089345811,22.0
49.978246,9.96515751587388,22.0
49.97388,9.96046,22.0
49.9731,9.96149,22.0
49.79428,9.77032,22.0
50.057898,9.686999,22.0
50.064935,9.686531,22.0
49.962222,9.768889,22.0
49.96322,9.76288,22.0
49.974272,9.770289,22.0
49.995671,9.575132,22.0
49.981863,9.575203,22.0
49.993996,9.570582,22.0
49.9956119535645,9.5718912826395,22.0
49.995783,9.576895,22.0
50.00163,9.559345,22.0
50.002305,9.584263,11.0
49.99823,9.57537,22.0
49.99833,9.57553,22.0
50.001625,9.559339,22.0
50.014263,9.591673,22.0
49.58491,9.34412,22.0
49.977514,9.578525,22.0
49.98164,9.57539,11.0
49.993017,9.56478,11.0
49.85294,9.61032,150.0
49.854002076417,9.600854598687,50.0
49.83252,9.59812,22.0
49.845469296264,9.6014959030936,22.0
49.852638,9.572434,22.0
49.832541,9.597874,22.0
49.847038,9.599736,22.0
49.851469,9.610549,22.0
49.841948,9.602205,22.0
50.019774,10.067584,22.0
49.824235,9.549496,11.0
50.064139,9.470797,22.0
50.062149653038,9.394378066063,22.0
49.852482,9.535911,22.0
49.836436,9.526032,22.0
49.770669,9.525619,22.0
49.76941,9.51253,150.0
49.76852,9.517552,22.0
49.720594,11.950603,22.0
49.850379,9.15221,22.0
49.5021,9.836,22.0
49.8433182,9.1610246,22.0
49.8431,9.161,22.0
49.907374,9.151793,22.0
49.9063,9.13644,22.0
49.873167,9.174359,22.0
49.7055226364947,9.26391454434131,22.0
49.705383,9.22854,22.0
49.704279,9.258321,22.0
49.705396,9.249174,22.0
49.70097,9.257523,22.0
49.6438775594026,9.22179057628077,22.0
49.643882915196,9.22179885582839,22.0
49.720923,9.231051,22.0
49.7150768617337,9.21580861642001,22.0
49.715088294113,9.21560012796104,22.0
49.71359,9.21615,150.0
49.7228,9.2147,22.0
49.7394723893341,9.18002199473446,11.0
49.73842,9.180444,22.0
49.716226,9.264874,22.0
49.70772,9.26883,24.0
49.70663,9.32211,22.0
49.687873,9.398139,25.0
49.797776,9.156577,150.0
49.29613,11.28626,22.0
49.297024,11.288757,11.0
49.367872,11.601226,22.0
49.2785986,11.45959142,22.0
49.284333,11.456662,11.0
49.280141,11.454146,22.0
49.27248881,11.46056512,22.0
49.28283,11.45572,22.0
49.278571,11.460749,11.0
49.276427,11.45868,11.0
49.2883,11.4571,22.0
49.2875,11.4527,22.0
49.2668,11.4729,22.0
49.2802,11.4681,22.0
49.2801,11.466,22.0
49.2799,11.4669,22.0
49.2825,11.4598,22.0
49.281639,11.468444,11.0
49.263517,11.470692,11.0
49.282874,11.453127,11.0
49.28157,11.46867,11.0
49.263525,11.470648,11.0
49.282802,11.452994,11.0
49.28938,11.44284,22.0
49.300004838678,11.459062099457,300.0
49.3000293255685,11.4591801166534,300.0
49.3000363218207,11.4592766761779,300.0
49.3000398199464,11.4593678712844,300.0
49.3000293255685,11.4594483375549,300.0
49.298464,11.473505,22.0
49.25968,11.45894,300.0
49.290934,11.45912,60.0
49.289573,11.436352,22.0
49.2809,11.4592,22.0
49.1581258,11.7198605,22.0
49.157852,11.737194,22.0
49.160951,11.715956,22.0
49.15799,11.732981,22.0
49.16373,11.724574,22.0
49.157667,11.736624,22.0
49.159355,11.72663,22.0
49.17775,11.72783,11.0
49.109447,11.438166,22.0
49.1064,11.4399,22.0
49.106786,11.443569,22.0
49.2030928694491,11.2838656488335,11.0
49.198744,11.328916,22.0
49.12922,11.35957,22.0
49.20426,11.32747,22.0
49.022279,11.561709,22.0
49.05026,11.587748,22.0
49.0371953,11.574673,11.0
49.033869,11.578028,22.0
49.033669,11.585312,22.0
49.332752,11.44003,22.0
49.312984,11.475445,50.0
49.312948,11.474745,350.0
49.3689869304417,11.4075900205847,11.0
49.267354,11.340992,22.0
49.289117,11.359029,11.0
49.308026,11.358302,22.0
49.23684,11.62888,22.0
49.232775,11.671241,22.0
49.270847,11.602249,50.0
49.272286,11.60003,50.0
49.1894938490177,11.6039946489304,11.0
49.18396,11.64389,22.0
49.16254,11.624897,22.0
49.164966,11.6249955,22.0
49.181696,11.414269,22.0
49.17061,11.448891,22.0
49.162542,11.447449,22.0
49.162255,11.447092,11.0
49.158958,11.445868,11.0
49.158934,11.445864,11.0
49.174817,11.448373,22.0
49.1623718875598,11.4441062008016,22.0
49.081929,11.621935,22.0
49.225266,11.539449,22.0
49.20284,11.848001,22.0
49.3215,11.5026,11.0
49.3014,11.595,11.0
49.23381,11.461251,22.0
49.2248463,11.4563584,75.0
49.453154,10.639735,22.0
49.457073,10.645048,22.0
49.5836402,10.60985765,22.0
49.582323,10.606465,22.0
49.57116,10.6107,22.0
49.57285,10.61004,22.0
49.57492,10.60453,150.0
49.581543,10.636248,60.0
49.49496,10.40544,11.0
49.5085715,10.407114,22.0
49.495336,10.413918,22.0
49.506185,10.413073,22.0
49.500858,10.41474,22.0
49.505994,10.422385,22.0
49.49843,10.25032,11.0
49.502855,10.418127,11.0
49.497223,10.408304,11.0
49.508906,10.417739,150.0
49.501583,10.424519,22.0
49.663335,10.460072,22.0
49.666443,10.468837,22.0
49.637722,10.486196,3.0
49.643744,10.477952,3.0
49.550765,10.715275,22.0
49.554709,10.721009,22.0
49.554652,10.710194,22.0
49.499742,10.581032,22.0
49.493092,10.649382,22.0
49.4920336,10.6552952,11.0
49.490789,10.650988,11.0
49.62356,10.5385,22.0
49.63677,10.703972,22.0
49.51335,10.41449,3.0
49.568572776055,10.483746528625,22.0
49.558419,10.54166,22.0
49.632044,10.692995,22.0
49.670704,10.721662,22.0
49.67213,10.718508,22.0
49.645247,10.6444,22.0
49.616614,10.627376,22.0
49.539277,10.772277,22.0
49.48059,10.37804,22.0
49.526542,10.486752,22.0
49.615215,10.510311,22.0
49.645463,10.438312,22.0
49.64280391,10.43711901,22.0
49.638708,10.598219,22.0
49.604776,10.441087,22.0
49.671815,10.719745,22.0
49.5612759595074,10.740156400102,5.0
49.56259,10.73151,22.0
49.442086,10.313012,22.0
49.43378,10.30095,22.0
49.45147,10.322259,22.0
49.45314,10.27418,22.0
49.4416,10.36535,22.0
49.451489,10.466025,22.0
49.72856,10.53995,22.0
49.73341,10.595177,22.0
49.57637,10.26179,22.0
49.53112,10.12419,22.0
49.5456,10.231382,22.0
49.543393,10.229047,22.0
49.545705,10.229139,22.0
49.54125,10.24119,150.0
49.547112,10.224838,50.0
49.50991,10.19602,300.0
49.54175,10.23022,22.0
49.624236,12.341209,22.0
49.622375,12.339554,22.0
49.6291635,12.263618,22.0
49.741816,12.174855,22.0
49.73081,12.17478,22.0
49.73075503704513,12.174775521060758,22.0
49.7267484343264,12.168252223685949,22.0
49.715888,12.155685,11.0
49.715832,12.164376,22.0
49.80089,12.16453,22.0
49.804537,12.184248,50.0
49.839729,12.171929,50.0
49.837245,12.173278,50.0
49.839264,12.172418,50.0
49.83727,12.173281,50.0
49.7588566466942,11.7882312558171,22.0
49.75985,11.84601,22.0
49.72312,12.27726,22.0
49.764271,11.922571,22.0
49.5819838,12.523211,22.0
49.641561,12.49602,22.0
49.6726,12.3319,22.0
49.672668,12.331968,22.0
49.398242,11.175675,150.0
49.386863,11.352196,22.0
49.39138,11.36328,22.0
49.39161,11.33963,22.0
49.379765,11.356621,22.0
49.38856,11.35458,22.0
49.381375,11.342883,11.0
49.377382,11.213772,22.0
49.388601,11.259853,22.0
49.377227,11.219502,22.0
49.371816,11.220995,22.0
49.364108,11.2055896,50.0
49.35691,11.2044,50.0
49.35572,11.2021,50.0
49.47299,11.2486,11.0
49.472439,11.29667,22.0
49.48312,11.239893,22.0
49.48595,11.24305,22.0
49.351209,11.314597,22.0
49.333636,11.341319,22.0
49.480093,11.19941,22.0
49.475189,11.20489,22.0
49.46998,11.18919,22.0
49.470405,11.192494,22.0
49.361544,11.249226,22.0
49.35553,11.24367,22.0
49.49369,11.2431199999999,11.0
49.49369,11.24312,22.0
49.49455,11.22731,22.0
49.503842,11.260334,22.0
49.38727,11.3031,22.0
49.4962784,11.262229,50.0
49.502056,11.284444,22.0
49.509474,11.281506,22.0
49.514268,11.280252,22.0
49.50865,11.27342,22.0
49.52209,11.26683,22.0
49.51112,11.27801,22.0
49.51256,11.28015,22.0
49.501614,11.274866,22.0
49.512939,11.284563,22.0
49.522816,11.271766,22.0
49.517896,11.288885,22.0
49.507155,11.284877,22.0
49.519626,11.279762,22.0
49.508879,11.428632,22.0
49.5099,11.42512,22.0
49.51144,11.44433,22.0
49.4989,11.42596,22.0
49.508895,11.428704,22.0
49.49932,11.42989,22.0
49.51146,11.43383,11.0
49.559515,11.342279,22.0
49.567291,11.327495,300.0
49.569771,11.335443,22.0
49.613001,11.407748,11.0
49.504662,11.507483,22.0
49.52649,11.50731,22.0
49.506667,11.482512,22.0
49.451099,11.311612,22.0
49.46097,11.28922,22.0
49.458694,11.303211,22.0
49.462084,11.284979,22.0
49.494133,11.469637,22.0
49.520561,11.336279,22.0
49.52073,11.321389,22.0
49.594616,11.522401,22.0
49.61158,11.5084,22.0
49.42879,11.54434,22.0
49.471839,11.396487,22.0
49.49682,11.39056,22.0
49.51006,11.34177,22.0
49.513754,11.370972,22.0
49.51842,11.37438,22.0
49.599,11.3421,22.0
49.573454,11.497784,22.0
49.129448,12.990742,22.0
49.1300476,12.9920559,22.0
49.034289,13.225101,22.0
49.020643,13.226609,22.0
49.088808,13.24788,22.0
49.01539,13.23344,22.0
49.02458,13.22562,22.0
49.0136428187763,13.2471341291211,50.0
49.07935,12.889246,22.0
49.069486,12.9140193,22.0
49.07016,12.889699,22.0
49.073135,12.891014,22.0
49.025655,13.002948,11.0
49.025713,13.003067,22.0
49.025062,13.004041,11.0
49.02551,13.00503,22.0
49.025847,13.003573,150.0
49.0256323,13.0029721,11.0
49.049861,12.980059,22.0
49.025295,13.00408,22.0
49.070599,13.101848,22.0
49.0700486,13.0958589,22.0
49.073182,13.095289,22.0
49.122246,13.203469,22.0
49.120283,13.143635,22.0
49.0514306,13.0194843,22.0
49.106954,13.008726,22.0
49.098374,13.070772,11.0
49.013699,13.147932,22.0
49.013638,12.3984927,22.0
49.013818,12.984953,22.0
49.366428,11.304493,22.0
49.036856,12.206834,22.0
49.032876,12.227017,22.0
49.039482,12.263299,11.0
49.028039,12.166701,22.0
49.014269,12.347486,11.0
49.11911,12.13779,22.0
49.121782,12.127107,22.0
49.118276,12.12616,22.0
49.134655,12.129412,22.0
49.114489,12.134108,22.0
49.114529,12.134164,22.0
49.12192,12.124668,150.0
49.132304,12.122671,22.0
49.119463,12.125814,150.0
49.110444,12.120771,22.0
49.1161173,12.1129927,300.0
49.115893,12.113772,22.0
49.1097,12.12289,22.0
49.1229975,12.1254553,22.0
49.1250539,12.1258274,22.0
49.0458,12.08365,22.0
49.05076,12.09116,22.0
49.048024,12.092163,22.0
49.04225,12.08283,22.0
49.052433,12.088634,22.0
49.050802,12.091284,22.0
49.04237,12.085657,22.0
49.073252,12.052461,22.0
49.057278,12.090808,22.0
49.017518,11.956314,22.0
49.01782,11.955515,22.0
49.024228,11.953986,22.0
49.048218,11.792225,22.0
49.065314,11.885395,22.0
49.0653,11.88546,22.0
49.08009,12.21203,11.0
49.07552,12.194106,22.0
49.058843,12.135141,22.0
49.075554,12.194052,22.0
49.095833,11.807732,22.0
49.031432,11.905483,22.0
49.16032,11.95246,22.0
49.16111,11.96083,11.0
49.01823,12.029107,22.0
49.055568,12.001348,22.0
49.0731253623114,11.9560110630482,22.0
49.076862,12.105362,22.0
50.324547,10.212484,22.0
50.319804,10.216281,22.0
50.319729,10.216242,50.0
50.33295,10.228617,20.0
50.3176823,10.1988681,11.0
50.33328,10.22251,22.0
50.32532,10.2203,22.0
50.32267,10.2195,50.0
50.296723,10.192086,22.0
50.32028,10.20862,50.0
50.327387,10.219862,50.0
50.32383,10.2109,22.0
50.325876,10.221644,50.0
50.330058,10.217527,11.0
50.35437993,10.2376243,100.0
50.35622,10.25797,22.0
50.306001,10.46498,22.0
50.306,10.464973,22.0
50.3012599,10.466592184,22.0
50.301994,10.474096,22.0
50.296141,10.45911,50.0
50.258471,10.399396,22.0
50.26172,10.40409,22.0
50.2644,10.37081,22.0
50.268341,10.369914,22.0
50.26169,10.403976,22.0
50.419687,10.293547,22.0
50.4295,10.307,50.0
50.435178,10.306958,22.0
50.4211797,10.3509457,50.0
50.382622,10.327301,22.0
50.45922281,10.22344957,50.0
50.4592228,10.2234496,22.0
50.458598,10.238428,30.0
50.4589,10.238263,50.0
50.48216,10.18031,150.0
50.479558,10.104446,22.0
50.479575,10.103936,22.0
50.508783,10.131275,22.0
50.402502,10.017541,22.0
50.4,10.0,22.0
50.40403,10.00527,50.0
50.441938,10.120475,50.0
50.355618,10.003421,22.0
49.356572,11.140957,22.0
49.346601,11.157707,22.0
49.338849,11.116065,22.0
49.363365,11.172303,22.0
49.355115,11.148942,22.0
49.346473,11.10885,22.0
49.354838,11.146205,22.0
49.35405,11.16721,22.0
49.364405,11.169686,22.0
49.345798,11.101692,22.0
49.36646,11.16804,22.0
49.3344,11.11436,150.0
49.3512935,11.1546407,50.0
49.352715,11.14984,22.0
49.250997,11.232961,22.0
49.2509,11.228536,150.0
49.25158,11.22741,11.0
49.311351,11.125465,22.0
49.29204,10.97045,22.0
49.2961674999999,10.9755015,20.0
49.3112068176269,11.0023231506347,300.0
49.2507444,11.1051971,22.0
49.246927,11.120593,22.0
49.234851,11.094456,22.0
49.248797,11.090066,22.0
49.236887,11.075514,22.0
49.24328,11.094969,22.0
49.251531,11.103479,22.0
49.257048,11.085738,22.0
49.246953,11.089909,22.0
49.250316,11.086904,22.0
49.248076,11.104264,150.0
49.247051,11.118672,11.0
49.249522,11.093494,50.0
49.2460996,11.1135261,22.0
49.189123,11.188468,22.0
49.184426,11.198128,22.0
49.1896,11.19099,150.0
49.14017,11.1873,22.0
49.160999,11.260164,150.0
49.1610834,11.2602395,300.0
49.16106,11.26023,300.0
49.183557,11.187412,22.0
49.18831,11.01756,22.0
49.18352,11.01579,22.0
49.18002,11.01392,22.0
49.183691,11.017028,50.0
49.04614,11.35275,22.0
49.04409,11.35608,22.0
49.045639,11.337409,50.0
49.045591,11.337633,300.0
49.043808,11.349945,150.0
49.043877,11.348685,22.0
49.177471,10.918064,90.0
49.080826,11.212952,11.0
49.133968,11.12165,22.0
49.23559,10.95529,22.0
49.24251,10.96216,22.0
49.243462,10.963697,22.0
49.241016,10.962627,22.0
49.2526331118513,10.9656529054849,11.0
49.25278,10.96573,11.0
49.236535,10.953236,22.0
49.261973,11.055423,22.0
49.150382,11.00402,22.0
49.159879,11.040239,22.0
49.332784,10.974737,22.0
49.341857,10.894842,22.0
49.37072,10.94946,11.0
49.08806,11.22266,22.0
49.4000164,12.0229292,11.0
49.32653,12.10569,22.0
49.358578,12.157492,22.0
49.33198,12.1093,22.0
49.32779,12.10679,22.0
49.313737,12.099185,22.0
49.3225632,12.121547,150.0
49.322564,12.117343,22.0
49.31777,12.113416,22.0
49.32067,12.12827,22.0
49.345087,12.1755911,22.0
49.3304,12.1071,22.0
49.32614,12.11084,22.0
49.313599,12.102069,22.0
49.313409,12.145734,22.0
49.329329,12.103187,22.0
49.330321,12.107314,22.0
49.3265980657954,12.1053871521519,22.0
49.329727,12.098833,22.0
49.326504,12.110717,22.0
49.32327,12.11591,22.0
49.33905,12.390033,22.0
49.347927,12.371574,22.0
49.338401,12.391485,22.0
49.249069,12.3069,22.0
49.224613509462,12.296158671234,22.0
49.268876,12.304131,22.0
49.2704332296446,12.3002803490426,22.0
49.2738052201843,12.3030123019068,22.0
49.2779979880121,12.326344923487,22.0
49.2698722792338,12.30500780246,22.0
49.3116,12.15997,150.0
49.3134058,12.15851818,300.0
49.310621,12.175296,22.0
49.31045,12.173917,22.0
49.322285,12.232337,3.0
49.345613,12.209594,22.0
49.30957583731594,12.174883348678437,22.0
49.28658,12.15511,22.0
49.2846917,12.1566792,22.0
49.275042,12.180893,22.0
49.453154,12.174771,22.0
49.45653,12.177954,22.0
49.46685,12.217198,22.0
49.44854,12.17631,11.0
49.38931,12.13557,22.0
49.39119,12.127402,11.0
49.391528,12.127841,11.0
49.391549,12.127788,75.0
49.39614,12.12768,11.0
49.39154,12.12778,50.0
49.389319,12.1356,22.0
49.46565,12.42034,3.0
49.458863,12.407933,22.0
49.4544,12.4113,50.0
49.4591,12.4203,22.0
49.459011,12.420382,22.0
49.532213,12.1353,50.0
49.531963,12.137473,300.0
49.532262,12.13503,350.0
49.5397000436868,12.1600036263125,24.0
49.49372,12.18041,22.0
49.43816,12.05377,300.0
49.41042,12.22916,22.0
49.492283,12.41547,11.0
49.194687,12.045596,22.0
49.20338,12.03372,22.0
49.201233,12.062204,22.0
49.192694,12.098917,22.0
49.1980999,12.1076,22.0
49.193191,12.098396,22.0
49.194995,12.278407,22.0
49.20984,12.287084,22.0
49.2215,12.0857,22.0
49.2202,12.0806,22.0
49.22149,12.085209,22.0
49.2201,12.0799,22.0
49.221621,12.082284,22.0
49.248629,12.103651,22.0
49.22523926855725,12.073614347701715,22.0
49.240108,12.082529,22.0
49.226033,12.083751,22.0
50.003075,10.1157938,50.0
50.003189,10.117403,50.0
49.98141,10.10161,22.0
49.983188,10.099071,22.0
49.98343,10.09693,22.0
49.98363,10.10715,22.0
49.97974,10.09066,22.0
49.99349,10.04919,22.0
49.946804,10.075567,24.0
49.8967,10.351091,22.0
49.899595,10.355169,22.0
49.89373,10.3525,22.0
49.90576,10.34495,22.0
49.90154,10.35622,22.0
49.90926,10.34679,22.0
49.90021,10.35136,22.0
50.0039,10.12098,22.0
49.901047809335,10.341675281525,22.0
50.094817,10.363592,22.0
50.12102,10.38598,22.0
50.03905,10.32991,22.0
50.05127,10.05124,22.0
50.0493,10.30522,22.0
50.05352,10.30781,22.0
50.05029,10.31094,22.0
50.095769,10.209962,22.0
50.0663297242129,10.189577385592,11.0
50.03301,10.11196,150.0
50.059289,10.185731,22.0
50.064595,10.184178,22.0
50.061074,10.177475,22.0
50.0648055375576,10.1840162717196,22.0
50.02225,10.31593,22.0
50.018893,10.281254,11.0
50.023772,10.290168,22.0
50.021401,10.283361,22.0
50.0231,10.272466,22.0
50.01732,10.28156,22.0
50.023176,10.278565,22.0
50.189376,10.375586,11.0
50.188632,10.359361,22.0
50.151879,10.381554,22.0
50.1518,10.3815,22.0
50.1886,10.3593,22.0
50.09948,10.1442,22.0
50.10018,10.13952,22.0
50.00953,10.18169,22.0
49.90704,10.38883,22.0
50.06046,10.13521,22.0
50.062347,10.145342,300.0
50.062846,10.144527,300.0
50.04165,10.15613,22.0
49.996765,10.201765,22.0
49.99442,10.20051,22.0
50.00209,10.19696,22.0
50.00352,10.20048,22.0
50.00126,10.20026,22.0
50.00561,10.20255,22.0
49.98456,10.31308,22.0
49.867772,10.328343,22.0
49.867565,10.327172,22.0
49.868168,10.322872,22.0
49.9064,10.42463,22.0
49.86879,10.43595,22.0
49.86263,10.41149,22.0
49.981348,10.212379,22.0
49.986746,10.224761,22.0
49.96563,10.204293,22.0
49.94734,10.18611,22.0
49.91857,10.13536,11.0
49.99912,10.25055,22.0
50.0007,10.24987,22.0
49.992192,10.247498,22.0
49.998986,10.241766,22.0
50.03432,10.256139,22.0
50.044288,10.258736,22.0
50.04009,10.2652,22.0
50.037472,10.258943,22.0
50.041962,10.26015,22.0
50.036346,10.255011,22.0
50.037951,10.261061,22.0
50.075998,10.037381,22.0
50.096616,10.03142,22.0
49.92115,10.17898,22.0
49.040845,12.538919,22.0
49.023894,12.714991,22.0
49.02616,12.74912,22.0
49.084481,12.754779,22.0
49.86843115365059,12.34256428557418,22.0
49.83538,12.05779,22.0
49.84168,11.17288,22.0
49.83094,12.09912,22.0
49.84365,12.13815,22.0
49.86875,11.89244,22.0
49.8721,11.8877,22.0
49.90887,11.86678,22.0
49.89336,11.89825,22.0
49.889344,12.3349423,11.0
49.88054,12.34205,22.0
49.885492,12.332627,22.0
49.876707,12.33326,22.0
49.885453,12.323251,22.0
49.885417,12.323235,22.0
49.87135,12.34277,50.0
50.00507,12.30747,22.0
49.88735,12.32236,22.0
49.94837,12.23945,22.0
49.93671,12.227068,300.0
49.936825,12.222682,320.0
49.94854,12.239496,22.0
49.8167379315674,12.3910809092366,11.0
49.81103,12.43051,22.0
49.91075,12.18471,22.0
49.91063,12.19049,22.0
49.90846,12.17467,22.0
49.88101,12.10323,22.0
49.98101,12.42475,22.0
49.979506,12.44583,22.0
49.11505,10.75002,22.0
49.114873,10.755414,22.0
49.115054,10.75003,22.0
49.108778,10.754583,22.0
49.1215,10.75488,150.0
49.12151,10.754915,150.0
49.114722,10.754167,22.0
49.12334,10.76929,22.0
49.121337,10.762662,11.0
49.124816,10.768019,22.0
49.15392,10.74668,22.0
49.1538045,10.7246998,50.0
49.155213,10.716277,11.0
49.1568183898925,10.7119884490966,11.0
49.15572,10.71154,22.0
49.145365,10.726302,22.0
49.1534964,10.7153818,22.0
49.0218547,10.9500379,22.0
49.026667,10.975361,22.0
49.029083,10.970222,22.0
49.024806,10.972083,22.0
49.030833,10.972806,22.0
49.032944,10.969694,11.0
49.030319,10.97828,22.0
49.031778,10.97475,22.0
49.029603,10.965698,22.0
49.0272089,10.9710237,50.0
49.102813,10.984146,22.0
49.1028134,10.9841461,22.0
49.113788,11.015771,22.0
49.032395,10.818151,11.0
49.981111,11.92,22.0
50.171371,12.117722,22.0
50.1713705,12.1177223,22.0
50.183504,12.10876,11.0
50.168611,12.107806,150.0
50.1773,12.13709,11.0
50.171803,12.132002,22.0
50.17402,12.13865,11.0
50.188743,12.116369,11.0
50.189153,12.117225,11.0
50.167568,12.11197,22.0
50.14328,11.92994,22.0
50.612463,11.5311116,22.0
50.12961,11.99531,22.0
50.19903,12.0897,22.0
50.100297,12.08665,22.0
