Latitude,Longitude
49.5114755,11.8989057
50.9560623,10.6769744
50.9576139,10.6705442
50.9578285,10.671402
51.3117805,12.3220673
49.9116676,10.8318115
50.0188227,8.6962781
50.513212,9.2177169
50.5143269,9.2157782
52.257684,9.1956581
52.0749868,13.169123
52.1267616,11.6387452
49.462287,11.0926782
52.1359331,11.6430721
52.1331214,11.6393829
49.3664219,11.4089301
49.8570344,10.9822109
49.0197673,11.4780372
50.4031945,8.4501384
52.1376377,11.637395
50.4770456,8.90132
52.294032,10.8425895
49.8184593,9.9625676
49.828467,11.37858
52.0099915,11.7168687
50.584324,8.6802836
51.2792392,9.4531916
50.9144398,11.5358547
49.6576007,10.1649031
49.4096879,8.6920076
49.3495484,8.6901612
49.8256617,9.978904
51.6621364,8.7298739
49.5097979,11.4328545
50.5733851,10.5108912
49.673448,8.6138361
49.5951649,10.4295846
49.9746605,8.5324158
50.559788,8.5013472
52.4415452,13.0417555
49.4741031,8.7153274
49.7044352,10.9559111
50.4531308,10.9220064
49.5441103,10.2245273
52.2992269,8.7487711
49.800174,10.1577949
50.9266601,11.5894281
51.3408556,9.3714387
51.7198032,8.7580428
49.8759432,8.6623221
50.7994176,12.8736868
50.800006,12.8753008
52.5024159,13.3325662
52.1952399,9.6016671
50.2709514,9.9166148
49.5516852,8.8131673
50.9692449,12.7786717
50.5433767,8.4094449
51.7831526,8.8162677
50.6280284,8.733645
51.4878822,9.1498992
49.8722315,10.215827
49.8851907,8.9868545
49.8661653,10.2277446
50.6220109,12.3034379
50.3382014,8.483004
49.3291325,8.6920234
49.800153,9.9561406
49.8007379,9.9589551
49.8005539,9.9548559
50.3650029,8.7407634
50.3657241,8.7426718
49.8175078,8.6450681
49.8141356,11.2164453
51.6741043,12.3841033
50.9924672,11.3614769
52.4991726,8.9035237
49.956527,8.4283082
50.1007104,8.6882471
49.5383928,9.5903875
52.452746,8.7928344
49.5829978,11.0175625
51.5511912,10.3821829
51.1713795,8.985845
50.7456073,9.6958066
50.7624836,9.7973024
49.1277836,8.5069926
50.3265917,11.9193391
50.591175,11.5958251
52.1907832,9.5665456
50.5721972,10.4504877
49.4457448,11.0761157
49.9933316,8.8773134
51.2301955,12.7233258
50.4182826,8.7671906
50.7175644,9.9570625
51.2172737,12.7191564
50.1119318,11.4371505
50.1111358,11.4360846
51.8693509,9.1969366
49.4494329,11.0767474
49.7239226,11.0348288
49.8729078,8.659049
50.0512134,8.5839279
50.5275844,13.1331126
49.4876314,8.4743781
50.5057391,9.3307468
50.5100717,9.333547
49.5434953,10.2324745
51.4772977,11.9681463
49.7435312,9.7177095
52.2998871,9.4649125
49.6592699,10.1381691
50.1402747,8.6460946
51.9016922,10.3313457
50.4125152,11.0475591
49.7039626,10.2565392
52.3689653,9.803441
49.4657837,10.9328861
51.3619694,8.8039812
51.6497419,12.4171279
50.9783683,10.3255629
51.8511004,9.8417687
51.9060979,8.7287471
49.2758201,12.3011282
49.1428781,9.2177305
52.1831297,10.8915674
49.7650674,11.3065068
50.7755682,12.5634167
49.0978128,8.6920657
49.0148304,13.1251892
49.2112789,9.5359885
51.3388336,12.3800565
49.3729663,8.9608357
49.6187415,9.5948537
50.0907664,11.8717241
49.8910018,10.8940516
50.2293206,8.6271667
51.122234,13.1233506
49.6211125,9.6611649
49.6215727,9.6592439
49.6216895,9.6591279
49.1992053,9.4973223
50.3764375,9.5247589
49.6234105,9.6617015
49.1816991,10.0699415
49.11763,11.8728307
50.775119,10.8879272
49.4136953,10.1540694
52.1150533,9.2941295
51.3338172,12.6142821
49.7606186,9.5187851
49.1665303,11.8312696
49.1682903,11.8287314
49.1857137,11.6879401
49.2554087,11.6112144
51.1505455,11.8079185
49.066806,10.5670004
49.1272541,10.8427548
49.0513479,11.7722489
49.6887943,8.4510722
52.4391942,9.2252501
52.5232103,9.7478524
50.3318612,8.7515991
49.8929432,9.8350961
49.8944032,9.8334794
50.8210397,10.1164639
52.1513945,9.9486374
51.4626638,9.4670233
49.826272,8.7483507
49.8571162,8.7557968
52.1515543,10.6512578
51.7729703,10.4260771
50.2840239,8.6422993
49.9438073,11.5684456
49.0325462,11.9453659
51.5868111,10.7856936
51.593084,10.7863468
49.7993476,11.2001473
51.1730074,9.2410004
50.48625,9.1086055
52.0189171,8.5311094
49.9755422,9.0431284
49.1192629,10.934687
50.8349993,12.9199938
49.357559,9.3511148
52.2620275,10.5287832
51.9058521,9.2424356
50.3821102,11.5717535
49.8950757,10.8796184
52.3126613,9.6675723
51.0693504,11.0414476
52.1621767,8.9760935
50.349143,8.4830677
52.1198425,11.6298788
50.8823304,11.6125746
49.0345654,11.7618615
49.7035752,10.0246777
51.934699,8.8736139
49.5905623,9.306749
49.2058158,12.0296958
49.7442434,11.248574
50.5734829,9.2971073
49.0602394,10.0938809
50.2954915,11.9185792
49.2818319,9.3630437
49.8059765,12.165836
49.9917444,11.9423008
51.670735,8.6044222
49.9826552,11.9361758
52.3767778,9.7473398
51.7669115,9.3736419
49.500913,11.4141938
50.0485291,8.9364422
50.0489369,8.9370945
49.7713827,11.411151
49.7772093,11.4166454
52.4576199,9.7985333
49.7943933,9.735475
49.621778,9.6586672
49.3182077,8.5685889
51.7721635,9.3809293
51.7722912,9.3813157
52.0458125,9.0212217
51.6599261,9.9951296
51.7675284,9.3543578
50.0135327,8.805915
49.6816594,12.221673
49.683145,12.2226063
51.7669602,9.3775839
50.2392311,11.7191787
49.0637971,13.1373831
52.0103844,11.7319649
52.009356,11.7368693
51.1727907,11.4244725
51.3713403,9.5754758
51.5561925,11.9528128
52.0095372,11.7188908
52.0095002,11.717672
51.9005524,10.4473543
52.3386746,13.227636
50.7204412,10.4477912
52.2893541,8.9145372
50.0747401,11.7690478
50.0697807,11.7750413
52.0140167,11.7196987
49.5258789,8.6796428
52.4453609,10.5388332
50.2046938,10.0123177
52.0622972,11.7883985
49.3083972,8.6341894
52.1647058,12.6061312
49.3666915,11.683934
49.7383565,11.0796237
49.7044768,10.1047056
50.9363591,11.5926011
49.2891751,10.5539552
49.697307,8.6021353
51.1991748,8.5233262
50.8758076,12.9082492
50.7084913,12.7785015
51.5538097,8.5594718
51.7602871,8.7642526
49.8781824,10.8783497
50.0079014,10.55114
49.1483735,10.4210036
50.8353204,12.9193757
49.5087847,10.2842134
49.9877577,8.4366943
49.2608959,9.3538808
49.1696117,8.6860352
51.7579171,10.171761
50.5137227,10.035719
50.3952868,8.8046836
49.1414116,9.3111296
49.1411816,9.3109701
49.1504247,9.2889956
49.2250118,9.8759155
49.8563405,12.1739525
51.3411388,9.4425725
50.3911518,11.6860348
52.3279457,12.7473319
49.1525411,11.9670751
51.8602785,12.0569639
50.3319949,8.5664517
49.6436756,9.2194179
52.3677838,9.0093909
49.6450165,9.2198433
51.3393102,12.3691439
52.4390251,9.4907921
49.8660262,10.174039
49.7495772,11.2188061
49.2721754,8.8434342
49.2688696,8.8440832
50.9753255,10.3339657
50.9771581,10.3273115
50.9774254,10.3232429
50.9385998,10.2614878
51.390806,9.4568863
51.4388389,11.9736186
49.2185462,8.6581688
50.9764463,10.3251477
50.9763006,10.3227958
50.6945674,12.4254847
52.4037867,13.2589674
49.0408387,13.2294275
51.3566938,8.4197458
52.3110214,12.9300053
50.1162666,8.6704007
49.1170686,10.8571401
51.1154453,12.8417728
50.3823488,10.0296449
51.5728374,9.0005263
49.571575,10.2964385
50.3130168,11.9306619
49.9914259,8.7359488
50.4232262,12.9693787
52.3322819,9.1895681
49.9433085,10.4440004
49.9389247,10.4687335
49.4844108,8.4754868
50.1089344,11.4580225
50.8079545,8.777651
52.3464413,12.5261745
52.2734355,11.8616538
49.7534424,12.3861565
50.8400619,12.9146557
49.4078406,8.8362563
51.3160928,12.4061716
50.716233,12.4956917
50.7132599,12.495307
49.4550185,8.7158458
50.5774658,10.4937415
50.5769197,10.4931444
49.762007,9.512734
51.188737,10.0544149
50.0280255,10.4759119
51.9564706,9.2452543
49.2213758,12.1121136
52.1006576,9.3675051
49.5358491,8.497218
49.835419,10.7184086
49.5944235,11.0066647
51.1442066,9.8800468
50.9863315,12.9892762
49.5556577,11.3221
50.6741721,10.9021127
50.9337643,11.0240696
50.958722,11.0113064
49.3148432,11.0416902
52.0166072,8.7499131
49.4578646,10.6321163
49.5111203,10.6376698
51.8295549,8.8662143
51.8298413,8.8668455
49.3212264,10.995875
50.2286292,12.8642614
49.3371328,9.318829
49.61188,10.6541325
49.580604,10.9298271
51.3102229,9.6734807
49.6906361,8.7221758
50.9764955,10.3194819
51.8664125,9.0935457
49.5481901,11.3647451
49.5140333,11.2831898
49.1417673,9.3750712
49.4412231,8.465765
49.0908093,9.7811289
49.3286343,9.3161908
49.0317763,11.6124069
50.2923477,9.3982733
49.3181955,9.1323333
49.3182504,9.1324994
49.3177225,9.134861
49.3180834,9.1345555
50.0199763,10.950005
49.0701844,9.7701139
49.9923861,9.5736735
49.7672502,11.4100432
49.2030138,9.5048792
49.4396692,8.8010492
51.3260423,9.1709636
49.8782277,11.1490256
49.8785157,8.6506279
50.0061837,11.1701173
49.7385146,9.9344119
49.0424047,9.0943384
50.1908623,10.0553417
49.1952547,9.499274
49.4497245,9.4256252
50.5590803,9.6850488
50.5728614,10.4200441
50.5970775,12.9706253
49.9197481,9.1480206
49.9741885,8.5689281
51.7622572,10.1693438
52.5078571,13.3074111
51.8679287,11.2566778
51.1850374,10.0078328
51.1848033,10.0081677
52.4666554,13.2752115
49.1228626,8.5997874
49.3026622,10.5103696
50.5810677,10.4139326
50.5011102,12.1860394
49.5230993,8.6632257
50.057343,10.2826155
49.5909274,11.005179
49.9420768,10.9572684
50.7278184,12.4551715
49.862314,11.1832537
49.3969851,10.440553
50.0034054,10.1188005
52.3803139,9.7430381
49.3405748,9.0950054
52.3407422,9.7026314
49.4853248,8.4783028
50.8756095,12.0471652
52.5178246,13.2085557
50.1053266,9.3787157
49.0200254,12.0885849
52.1045915,10.380576
50.6098405,10.6951242
50.6645221,10.7781928
50.7448046,9.8139544
51.3272601,12.330403
51.7354983,9.7908587
50.8536037,8.4664945
51.0063004,10.1609986
49.7910826,8.6770723
52.5058453,13.3294087
50.1610325,8.649923
50.1575367,8.4722647
49.2728478,9.391716
52.1103228,9.0956484
50.6384757,9.3948104
50.0240328,8.9338675
49.4476662,8.9709373
49.8433632,8.6450134
50.9722133,11.0253605
49.1525351,9.4943401
50.6594771,9.3692076
49.1681276,8.6244674
49.1625286,8.6362836
50.0989417,10.2161728
49.8311824,9.1103738
51.4911286,10.4162964
51.8646613,9.096123
52.3763979,12.920999
50.3107084,11.8971856
49.4463672,11.8548816
49.5199927,9.7488363
49.3735677,8.963855
49.3542233,11.0541262
50.9921411,11.7160492
51.5742618,9.4453669
49.869116,8.7572345
51.6829379,8.6979183
50.2424914,9.3515313
51.6777429,9.7133513
51.3357603,9.5301648
49.2020274,12.0644754
49.843666,8.7089618
49.6373647,9.4403725
49.7224236,9.9605988
50.1902124,9.2703066
49.5126595,11.4377624
49.5130036,11.4393906
50.2918251,9.3956289
51.3065678,12.3781841
51.0864496,11.6240592
51.0871987,11.6248464
51.7502387,11.9712948
50.5261493,10.02174
50.110732,8.4491415
51.9978481,9.6829549
51.087595,11.6227953
49.9763256,8.4561928
49.9850774,8.7128909
50.1906942,10.0878499
50.1910302,10.0872307
52.4948615,13.3369421
50.1620448,11.8443407
51.9883552,9.7160492
51.2074701,8.5373439
49.5975128,11.2123633
51.0889052,11.6304498
50.6914767,10.0984112
50.2564469,8.6430229
50.7163517,12.4778444
50.7172715,12.5024694
49.3822412,11.0404622
52.494652,9.862206
52.4925964,9.859012
51.3270907,9.4408927
50.0982389,10.7858664
49.1585938,11.9516755
50.102063,9.1163725
52.3677822,9.0337191
51.177943,12.8351934
49.4452173,11.8609724
52.3608023,9.0075587
49.1510591,10.3928068
51.4684247,8.518758
51.4452744,8.5505198
52.4319424,9.3154039
49.8102259,9.9857699
49.9028616,10.7861705
51.0520767,10.3970414
50.5535912,9.6725135
51.3395049,9.6625268
51.873728,10.2574867
50.8146563,9.6361458
49.4644157,9.0975165
49.5195014,10.6329173
49.4291271,10.6252044
51.3740736,9.6555482
49.3572572,8.9907165
51.3801803,9.6326332
51.3316602,9.5820824
49.2385402,10.2679171
50.1903724,11.2771326
51.7635698,10.8281271
51.1526943,12.9854103
52.3782285,9.8110446
50.7883054,8.7389961
49.4817306,9.0037079
49.2573288,8.60206
49.4425626,9.1543648
49.3706829,8.8388068
52.3776211,9.9743725
50.2311953,9.3699059
49.4519803,11.0705623
49.3025649,8.6505993
51.9679656,9.147076
50.1642009,9.2584279
50.2276399,8.6172097
49.1383552,10.3156738
49.1386701,10.3156139
51.7001343,10.428554
50.5008196,8.4183321
49.1660861,9.4904491
49.3753259,10.1901447
51.635435,10.6333252
52.2715929,10.440063
49.297081,11.302712
51.1670242,9.3826363
50.337873,8.524517
51.9274599,10.2044255
49.4514998,11.0742423
49.3532657,9.2276804
52.3476646,9.8296376
49.2075149,10.1448661
50.60874,10.6859271
50.6107994,10.6910415
49.2112678,10.6494237
49.2114746,10.6498085
49.2861738,10.7882283
52.5033844,13.3226861
50.0681379,10.9607706
51.2324874,9.3211659
52.1194996,11.6310389
50.2776149,11.4479931
50.065875,10.9602806
51.3195996,9.5078468
51.7126289,8.7509443
49.706961,8.8396315
49.9023322,10.3465564
49.9036894,10.3503587
50.9784389,11.3267888
51.630778,12.2639669
52.2658156,10.5204784
51.3721058,8.7077764
51.373073,8.7138532
49.9908585,8.7133663
49.3189918,9.4620389
50.5712871,10.009377
49.1134806,10.8386855
50.0043932,12.608102
52.4900623,10.5709053
51.3477612,12.425265
52.4382765,10.60865
50.7903516,11.6027051
50.1062967,11.2624335
49.4923672,8.4736254
49.4921401,8.4745162
49.4783096,8.4546393
51.85959,11.5887093
50.0891932,9.0665414
51.3396593,12.3729868
50.1064806,8.7636328
49.4996465,8.471178
49.9256145,12.0825952
52.055433,9.367425
49.967448,9.9785862
51.1988299,9.2989263
49.395587,11.1640897
50.1132969,8.6153201
50.6198891,12.8420177
52.4208466,13.1152491
50.6829764,12.5422326
49.2028628,8.6469951
49.2028711,8.6472304
50.2640819,11.5210545
50.574586,10.5089298
50.8650461,13.325254
52.06508,9.163578
50.1939459,10.0804949
52.0425323,8.9164452
49.3147025,9.1460373
50.9319982,13.3023448
49.4798804,8.4700558
50.103321,11.6486448
49.3993338,9.0089198
49.9464992,11.5691771
52.3647667,9.7468666
52.3664,9.7455667
52.3405723,9.7663622
52.3680872,9.7440849
52.3550615,9.7542447
49.998308,10.9733331
51.2263494,12.3255139
