Latitude,Longitude,Rated_output,Socket_1,P1,Socket_2,P2,Socket_3,P3,Socket_4,P4,Max_socket_power,Max_power
48.0400626,11.5230442,11.0,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,0,0,0,0,11,11.0
48.04732623,11.53028578,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.03913,11.5237,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.03913,11.5237,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.03913,11.5237,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.04092,11.52324,22.0,AC Steckdose Typ 2,22,0,0,0,0,0,0,22,22.0
48.04025,11.52311,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.03105,11.51915,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.06395,11.55544,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.0380724218515,11.5269841827863,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.0348721397159,11.5300014846392,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.0390629,11.52331251,11.0,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,0,0,0,0,11,11.0
48.0347089,11.5216697,11.0,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,0,0,0,0,11,11.0
48.0347089,11.5216697,11.0,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,0,0,0,0,11,11.0
48.04123,11.52236,11.0,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,0,0,0,0,11,11.0
48.030097,11.582421,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.03623,11.58896,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.03625,11.58896,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.02561,11.59477,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.02026,11.48257,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.02026,11.48257,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.01884,11.59126,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.02439,11.59086,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.043876,11.51144,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,22,22.0
48.071266,11.531851,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.059319,11.52229,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.058862,11.522474,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.043087,11.510123,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
47.970243635013,11.665152311325,300.0,DC Kupplung Combo,300,DC Kupplung Combo,300,AC Steckdose Typ 2,22,0,0,300,300.0
47.970279550662,11.665130853653,300.0,DC Kupplung Combo,300,DC Kupplung Combo,300,0,0,0,0,300,300.0
47.970383705905,11.665146946907,300.0,DC Kupplung Combo,300,DC Kupplung Combo,300,0,0,0,0,300,300.0
47.970419621457,11.665130853653,300.0,DC Kupplung Combo,300,DC Kupplung Combo,300,0,0,0,0,300,300.0
47.970513001775,11.665125489235,300.0,DC Kupplung Combo,300,DC Kupplung Combo,300,AC Steckdose Typ 2,22,0,0,300,300.0
47.970962,11.653707,11.0,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,0,0,0,0,11,11.0
47.974036,11.654539,11.0,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,0,0,0,0,11,11.0
47.97294,11.65393,11.0,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,0,0,0,0,11,11.0
47.9723157042429,11.6550592659035,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
47.9723157042429,11.6550592659035,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.087774,11.459976,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.087263,11.461356,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.092744,11.46495,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.094642,11.463715,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.0945773112684,11.4723926597643,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.08725105,11.4711280608043,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.0905905004073,11.4575539830191,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.005246,11.513043,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
47.968021,11.524877,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.01583,11.47629,20.0,"AC Steckdose Typ 2, DC Kupplung Combo, DC CHAdeMO",20,0,0,0,0,0,0,20,20.0
48.0187,11.47629,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
47.9929949,11.4614218,11.0,AC Steckdose Typ 2,11,0,0,0,0,0,0,11,11.0
47.993082,11.461524,22.0,AC Steckdose Typ 2,22,0,0,0,0,0,0,22,22.0
47.9886074,11.4453853,11.0,AC Kupplung Typ 2,11,0,0,0,0,0,0,11,11.0
47.98245,11.45661,88.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,22,22.0
47.9917402120627,11.4574554582386,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
47.9942297402998,11.4460158356891,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.110450738512,11.430834467494,93.0,"AC Steckdose Typ 2, AC Kupplung Typ 2",50,"AC Kupplung Typ 2, DC Kupplung Combo",50,"AC Kupplung Typ 2, DC CHAdeMO",44,0,0,50,50.0
48.102788,11.459953,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.102788,11.459953,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.1089094,11.4506224,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.1123669691882,11.4519810676574,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.104747,11.43612,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.1041070306894,11.4184722280122,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.111585956431,11.4503931999206,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.119486,11.427602,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.118054,11.4306,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.121161,11.425712,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.1236622936232,11.4533650875091,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.1206758523661,11.4468955990716,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.1103594,11.430219,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.016108,11.712836,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.05576,11.66724,22.0,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,0,0,0,0,22,22.0
48.0566236120294,11.6514354944229,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.06231,11.68403,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.06348,11.66156,270.0,AC Steckdose Typ 2,22,0,0,0,0,0,0,22,22.0
48.06348,11.66156,270.0,AC Steckdose Typ 2,22,0,0,0,0,0,0,22,22.0
48.06348,11.66156,270.0,AC Steckdose Typ 2,22,0,0,0,0,0,0,22,22.0
48.06348,11.66156,270.0,AC Steckdose Typ 2,22,0,0,0,0,0,0,22,22.0
48.06348,11.66156,270.0,AC Steckdose Typ 2,22,0,0,0,0,0,0,22,22.0
48.06348,11.66156,270.0,AC Steckdose Typ 2,22,0,0,0,0,0,0,22,22.0
48.109444,11.718028,150.0,DC Kupplung Combo,150,DC Kupplung Combo,150,AC Steckdose Typ 2,22,0,0,150,150.0
48.109114,11.7207005,150.0,DC Kupplung Combo,150,DC Kupplung Combo,150,0,0,0,0,150,150.0
48.109114,11.7207005,300.0,DC Kupplung Combo,300,DC Kupplung Combo,300,0,0,0,0,300,300.0
48.11481,11.73634,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.11012,11.72778,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.1141,11.72803,33.0,AC Steckdose Typ 2,11,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.104065,11.728428,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.1072678,11.723425,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.1072678,11.723425,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.110376,11.732115,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.109122,11.725545,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.109151,11.725502,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.1145518093256,11.7292302846908,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.1122452846137,11.7327976226806,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.1123957385417,11.7331302165985,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.112445613375,11.7332053184509,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.1098152999999,11.7336991687066,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.1098152999999,11.7336991687066,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.1117274,11.7153853999999,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.11155355,11.7223702499999,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.1031057134065,11.7197406300769,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.105443,11.721645,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.104053,11.728407,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.1131692563376,11.7325454950332,22.0,AC Kupplung Typ 2,11,AC Kupplung Typ 2,11,0,0,0,0,11,11.0
48.17690741,11.75013093,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.1662734,11.7537553,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.17659816,11.74813922,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.16340488,11.74946511,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.1559036,11.7581131,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.16257151,11.76091539,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.1762686,11.7556296,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.0831902590205,11.6365191897552,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.0775532380769,11.6585222355575,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.0766688734835,11.6595142173074,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.0761066567225,11.6593314420928,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.0752811559057,11.6697210989919,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.0763420969699,11.6625287251346,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.0820362933063,11.6308489998979,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.076187493962,11.65942016941,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.1467821,11.6830679,11.0,AC Steckdose Typ 2,11,0,0,0,0,0,0,11,11.0
48.1467821,11.6830679,11.0,AC Steckdose Typ 2,11,0,0,0,0,0,0,11,11.0
48.1467821,11.6830679,11.0,AC Steckdose Typ 2,11,0,0,0,0,0,0,11,11.0
48.1467821,11.6830679,11.0,AC Steckdose Typ 2,11,0,0,0,0,0,0,11,11.0
48.165527,11.729038,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.151419,11.684854,11.0,AC Steckdose Typ 2,11,0,0,0,0,0,0,11,11.0
48.151419,11.684854,11.0,AC Steckdose Typ 2,11,0,0,0,0,0,0,11,11.0
48.1641747623354,11.7228305339813,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.170704155218,11.7161947488784,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.147620056976,11.6849040985107,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.163208,11.698332,11.0,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,11,11.0
48.163208,11.698332,11.0,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,11,11.0
48.163208,11.698332,11.0,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,11,11.0
48.163208,11.698332,11.0,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,11,11.0
48.163208,11.698332,11.0,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,11,11.0
48.163208,11.698332,11.0,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,11,11.0
48.163208,11.698332,11.0,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,11,11.0
48.163208,11.698332,11.0,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,11,11.0
48.163208,11.698332,11.0,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,11,11.0
48.163208,11.698332,11.0,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,11,11.0
48.163208,11.698332,11.0,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,0,0,0,0,11,11.0
48.1412273136041,11.7372006496681,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.1411937396386,11.7372062160079,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.14118,11.73673,150.0,DC Kupplung Combo,150,DC Kupplung Combo,150,0,0,0,0,150,150.0
48.1412,11.73678,150.0,DC Kupplung Combo,150,DC Kupplung Combo,150,0,0,0,0,150,150.0
48.14121,11.73683,150.0,DC Kupplung Combo,150,DC Kupplung Combo,150,0,0,0,0,150,150.0
48.12424,11.75783,93.0,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50,0,0,0,0,50,50.0
48.149975,11.74086,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.149975,11.74086,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.14753,11.73038,11.0,AC Kupplung Typ 2,11,AC Kupplung Typ 2,11,0,0,0,0,11,11.0
48.14753,11.73038,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.1479184,11.7295024,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.12312,11.75956,93.0,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50,0,0,0,0,50,50.0
48.095954,11.761289,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.09295,11.75882,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.10014,11.76318,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.10009,11.76268,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.06099,11.77247,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.07827,11.74885,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.09658,11.75936,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.08782,11.74947,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.1003198,11.7617351,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.023998,11.702694,22.0,AC Steckdose Typ 2,22,0,0,0,0,0,0,22,22.0
48.023998,11.702694,22.0,AC Steckdose Typ 2,22,0,0,0,0,0,0,22,22.0
48.023998,11.702694,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.023788,11.715376,150.0,DC Kupplung Combo,150,DC Kupplung Combo,150,0,0,0,0,150,150.0
48.075,11.724047,88.0,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,22,22.0
48.074537,11.71589,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.0746126,11.7158614,72.0,AC Steckdose Typ 2,22,DC Kupplung Combo,50,0,0,0,0,50,50.0
48.0741894,11.7144471,72.0,AC Steckdose Typ 2,22,DC Kupplung Combo,50,0,0,0,0,50,50.0
48.073771,11.721535,72.0,AC Steckdose Typ 2,22,DC Kupplung Combo,50,0,0,0,0,50,50.0
48.0709144,11.6906919,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.0709144,11.6906919,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
47.997239,11.675939,98.0,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50,0,0,0,0,50,50.0
48.041306,11.660927,93.0,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50,0,0,0,0,50,50.0
47.997239,11.675939,300.0,DC Kupplung Combo,300,"DC Kupplung Combo, DC CHAdeMO",300,0,0,0,0,300,300.0
48.0414,11.66069,150.0,DC Kupplung Combo,150,DC Kupplung Combo,150,0,0,0,0,150,150.0
48.0414,11.66069,150.0,DC Kupplung Combo,150,DC Kupplung Combo,150,0,0,0,0,150,150.0
48.0414,11.66069,300.0,DC Kupplung Combo,300,DC Kupplung Combo,300,0,0,0,0,300,300.0
48.0414,11.66069,300.0,DC Kupplung Combo,300,DC Kupplung Combo,300,0,0,0,0,300,300.0
48.005913,11.693402,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.0146,11.40358,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.0146,11.40358,250.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.007153,11.684432,33.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,11,0,0,0,0,22,22.0
48.0167,11.6833,33.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
47.984786,11.709244,33.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.0083365,11.6890956,22.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
47.96951,11.77002,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
47.96999,11.77883,50.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,22,22.0
48.32733,12.12553,150.0,DC Kupplung Combo,150,DC Kupplung Combo,150,0,0,0,0,150,150.0
48.32851,12.12646,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.32851,12.12646,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.04497,11.70448,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.04729,11.69829,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.03704,11.7144,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.28225,11.568417,150.0,DC Kupplung Combo,150,DC Kupplung Combo,150,AC Steckdose Typ 2,22,0,0,150,150.0
48.281413,11.567106,150.0,"DC Kupplung Combo, DC CHAdeMO",150,DC Kupplung Combo,150,0,0,0,0,150,150.0
48.28658,11.58664,93.0,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50,0,0,0,0,50,50.0
48.286322,11.562484,44.0,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,0,0,0,0,22,22.0
48.277132,11.558635,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277133,11.558634,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277134,11.558633,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277135,11.558632,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277136,11.558631,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277137,11.55863,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277138,11.558629,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277139,11.558628,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.27714,11.558627,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277141,11.558626,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277142,11.558625,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277143,11.558624,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277144,11.558623,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277145,11.558622,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277146,11.558621,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277147,11.55862,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277148,11.558619,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277149,11.558618,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.27715,11.558617,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277151,11.558616,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277152,11.558615,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277153,11.558614,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277154,11.558613,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277155,11.558612,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277156,11.558611,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277157,11.55861,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277158,11.558609,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277159,11.558608,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.27716,11.558607,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277161,11.558606,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277162,11.558605,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277163,11.558604,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277164,11.558603,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277165,11.558602,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277166,11.558601,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277167,11.5586,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277168,11.558599,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277169,11.558598,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.27717,11.558597,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277171,11.558596,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277172,11.558595,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
48.277173,11.558594,3.7,AC Steckdose Typ 2,3,0,0,0,0,0,0,3,3.0
